0,18.0
0,42.0
0,8.0
0,29.0
0,24.0
0,42.0
0,20.0
0,25.0
0,23.0
0,20.0
0,15.0
0,30.0
0,32.0
0,32.0
0,33.0
0,31.0
0,24.0
0,32.0
0,36.0
0,27.0
0,32.0
0,21.0
0,28.0
0,32.0
0,21.0
1,32.0
1,26.0
1,23.0
1,20.0
1,27.0
1,29.0
1,28.0
1,27.0
1,25.0
1,36.0
1,18.0
1,19.0
1,20.0
1,26.0
1,20.0
1,28.0
1,11.0
1,26.0
1,18.0
1,11.0
1,30.0
1,24.0
1,28.0
1,27.0
1,26.0
2,26.0
2,38.0
2,32.0
2,37.0
2,27.0
2,22.0
2,27.0
2,39.0
2,36.0
2,35.0
2,34.0
2,27.0
2,37.0
2,30.0
2,35.0
2,25.0
2,28.0
2,35.0
2,32.0
2,30.0
2,27.0
2,32.0
2,23.0
2,36.0
2,19.0
3,26.0
3,26.0
3,28.0
3,10.0
3,27.0
3,27.0
3,27.0
3,41.0
3,21.0
3,25.0
3,30.0
3,31.0
3,25.0
3,29.0
3,20.0
3,28.0
3,26.0
3,37.0
3,22.0
3,18.0
3,23.0
3,28.0
3,44.0
3,29.0
3,37.0
4,39.0
4,22.0
4,34.0
4,31.0
4,27.0
4,27.0
4,33.0
4,37.0
4,30.0
4,38.0
4,33.0
4,22.0
4,34.0
4,36.0
4,26.0
4,29.0
4,38.0
4,25.0
4,19.0
4,36.0
4,22.0
4,34.0
4,36.0
4,29.0
4,20.0
5,37.0
5,46.0
5,36.0
5,22.0
5,37.0
5,27.0
5,38.0
5,32.0
5,19.0
5,27.0
5,34.0
5,27.0
5,31.0
5,29.0
5,30.0
5,29.0
5,42.0
5,29.0
5,30.0
5,26.0
5,28.0
5,24.0
5,43.0
5,26.0
5,22.0
6,37.0
6,26.0
6,20.0
6,37.0
6,27.0
6,38.0
6,37.0
6,35.0
6,26.0
6,26.0
6,39.0
6,30.0
6,37.0
6,41.0
6,42.0
6,19.0
6,32.0
6,32.0
6,34.0
6,37.0
6,26.0
6,33.0
6,34.0
6,28.0
6,37.0
7,42.0
7,40.0
7,23.0
7,34.0
7,43.0
7,31.0
7,25.0
7,30.0
7,36.0
7,26.0
7,41.0
7,17.0
7,34.0
7,33.0
7,46.0
7,35.0
7,30.0
7,42.0
7,32.0
7,24.0
7,28.0
7,21.0
7,29.0
7,27.0
7,32.0
8,43.0
8,37.0
8,31.0
8,25.0
8,43.0
8,32.0
8,29.0
8,35.0
8,38.0
8,32.0
8,34.0
8,17.0
8,23.0
8,26.0
8,40.0
8,26.0
8,29.0
8,46.0
8,28.0
8,25.0
8,33.0
8,31.0
8,30.0
8,20.0
8,24.0
9,37.0
