gen,score,count
0,13.0,1
0,20.0,1
0,22.0,1
0,23.0,3
0,24.0,2
0,25.0,2
0,27.0,1
0,29.0,1
0,30.0,1
0,31.0,1
0,32.0,2
0,33.0,3
0,34.0,1
0,35.0,1
0,36.0,2
0,37.0,2
1,21.0,1
1,26.0,1
1,27.0,1
1,28.0,2
1,29.0,2
1,30.0,4
1,31.0,3
1,32.0,1
1,33.0,1
1,34.0,2
1,35.0,2
1,36.0,2
1,38.0,2
1,46.0,1
2,18.0,2
2,21.0,1
2,22.0,1
2,23.0,2
2,24.0,3
2,25.0,1
2,26.0,2
2,27.0,1
2,28.0,2
2,29.0,2
2,32.0,1
2,34.0,1
2,36.0,1
2,38.0,2
2,40.0,1
2,41.0,1
2,47.0,1
3,13.0,1
3,20.0,1
3,22.0,1
3,23.0,2
3,25.0,1
3,27.0,1
3,28.0,2
3,29.0,1
3,30.0,3
3,31.0,3
3,32.0,1
3,34.0,1
3,35.0,1
3,36.0,3
3,38.0,1
3,40.0,1
3,45.0,1
4,24.0,2
4,25.0,1
4,26.0,1
4,27.0,2
4,28.0,2
4,30.0,3
4,31.0,2
4,33.0,1
4,34.0,1
4,35.0,1
4,36.0,1
4,38.0,1
4,40.0,1
4,41.0,1
4,42.0,1
4,43.0,1
4,44.0,1
4,45.0,1
4,46.0,1
5,26.0,2
5,28.0,2
5,29.0,3
5,32.0,3
5,33.0,2
5,34.0,3
5,36.0,2
5,37.0,1
5,38.0,1
5,40.0,1
5,41.0,3
5,44.0,1
5,49.0,1
6,24.0,1
6,25.0,1
6,26.0,1
6,27.0,1
6,29.0,1
6,30.0,2
6,31.0,4
6,32.0,2
6,34.0,5
6,35.0,2
6,36.0,1
6,37.0,1
6,38.0,2
6,51.0,1
7,27.0,2
7,29.0,2
7,30.0,2
7,31.0,1
7,32.0,1
7,33.0,1
7,34.0,2
7,35.0,2
7,36.0,1
7,37.0,2
7,38.0,2
7,39.0,1
7,40.0,1
7,42.0,1
7,43.0,2
7,50.0,1
7,55.0,1
8,27.0,3
8,28.0,1
8,30.0,1
8,31.0,3
8,32.0,1
8,33.0,2
8,34.0,2
8,35.0,1
8,36.0,1
8,37.0,1
8,38.0,1
8,39.0,1
8,40.0,2
8,43.0,2
8,44.0,1
8,45.0,1
8,47.0,1
9,19.0,1
9,24.0,1
9,27.0,2
9,31.0,3
9,32.0,1
9,33.0,2
9,34.0,1
9,35.0,2
9,37.0,4
9,38.0,1
9,42.0,1
9,43.0,2
9,44.0,1
9,46.0,1
9,48.0,1
9,52.0,1
10,26.0,2
10,28.0,3
10,29.0,1
10,30.0,1
10,31.0,5
10,32.0,2
10,35.0,1
10,36.0,3
10,37.0,2
10,38.0,1
10,40.0,2
10,43.0,1
10,63.0,1
11,21.0,1
11,29.0,1
11,31.0,3
11,33.0,2
11,34.0,1
11,36.0,1
11,37.0,2
11,38.0,1
11,39.0,2
