neuronsPerLayer,hiddenLayers,gen,score,count
4,1,24,39.0,1
4,1,24,40.0,4
4,1,24,41.0,1
4,1,24,44.0,1
4,1,24,45.0,1
4,1,24,49.0,1
4,1,25,21.0,1
4,1,25,26.0,2
4,1,25,27.0,1
4,1,25,28.0,2
4,1,25,30.0,2
4,1,25,31.0,2
4,1,25,32.0,3
4,1,25,33.0,1
4,1,25,34.0,3
4,1,25,35.0,2
4,1,25,36.0,1
4,1,25,37.0,1
4,1,25,39.0,1
4,1,25,40.0,1
4,1,25,42.0,1
4,1,25,44.0,1
4,1,26,26.0,1
4,1,26,29.0,1
4,1,26,30.0,1
4,1,26,31.0,3
4,1,26,32.0,3
4,1,26,34.0,4
4,1,26,35.0,2
4,1,26,37.0,2
4,1,26,38.0,1
4,1,26,40.0,2
4,1,26,41.0,1
4,1,26,42.0,1
4,1,26,49.0,1
4,1,26,50.0,1
4,1,26,51.0,1
4,1,27,23.0,1
4,1,27,24.0,1
4,1,27,27.0,1
4,1,27,29.0,4
4,1,27,30.0,1
4,1,27,32.0,1
4,1,27,33.0,1
4,1,27,34.0,1
4,1,27,35.0,1
4,1,27,36.0,2
4,1,27,37.0,1
4,1,27,38.0,1
4,1,27,39.0,1
4,1,27,41.0,1
4,1,27,42.0,1
4,1,27,44.0,1
4,1,27,45.0,2
4,1,27,47.0,1
4,1,27,49.0,1
4,1,27,53.0,1
4,1,28,19.0,1
4,1,28,22.0,1
4,1,28,26.0,1
4,1,28,29.0,2
4,1,28,30.0,1
4,1,28,32.0,1
4,1,28,33.0,1
4,1,28,34.0,1
4,1,28,35.0,1
4,1,28,36.0,2
4,1,28,37.0,3
4,1,28,39.0,3
4,1,28,41.0,1
4,1,28,42.0,2
4,1,28,45.0,1
4,1,28,47.0,1
4,1,28,51.0,1
4,1,28,54.0,1
4,1,29,20.0,1
4,1,29,24.0,1
4,1,29,26.0,1
4,1,29,27.0,1
4,1,29,29.0,1
4,1,29,30.0,1
4,1,29,33.0,2
4,1,29,34.0,1
4,1,29,35.0,1
4,1,29,37.0,2
4,1,29,39.0,2
4,1,29,40.0,2
4,1,29,41.0,1
4,1,29,43.0,1
4,1,29,45.0,1
4,1,29,46.0,1
4,1,29,47.0,2
4,1,29,49.0,1
4,1,29,50.0,1
4,1,29,57.0,1
4,1,30,19.0,1
4,1,30,25.0,1
4,1,30,31.0,1
4,1,30,33.0,2
4,1,30,34.0,2
4,1,30,35.0,4
4,1,30,36.0,3
4,1,30,37.0,2
4,1,30,38.0,1
4,1,30,39.0,1
4,1,30,40.0,1
4,1,30,42.0,2
4,1,30,43.0,1
4,1,30,44.0,1
4,1,30,45.0,1
4,1,30,47.0,1
4,1,31,27.0,1
4,1,31,29.0,1
4,1,31,30.0,1
4,1,31,32.0,1
4,1,31,34.0,3
4,1,31,37.0,1
4,1,31,38.0,3
4,1,31,39.0,1
4,1,31,40.0,3
4,1,31,41.0,2
4,1,31,42.0,1
4,1,31,43.0,1
4,1,31,44.0,2
4,1,31,46.0,2
4,1,31,47.0,1
4,1,31,48.0,1
4,1,32,27.0,1
4,1,32,29.0,1
4,1,32,30.0,3
4,1,32,31.0,2
4,1,32,32.0,1
4,1,32,34.0,3
4,1,32,35.0,1
4,1,32,36.0,3
4,1,32,37.0,1
4,1,32,38.0,4
4,1,32,41.0,1
4,1,32,43.0,1
4,1,32,44.0,1
4,1,32,45.0,1
4,1,32,46.0,1
4,1,33,27.0,1
4,1,33,29.0,1
4,1,33,30.0,1
4,1,33,31.0,2
4,1,33,32.0,3
4,1,33,33.0,3
4,1,33,36.0,2
4,1,33,38.0,3
4,1,33,39.0,1
4,1,33,40.0,2
4,1,33,41.0,2
4,1,33,42.0,1
4,1,33,43.0,1
4,1,33,45.0,1
4,1,33,49.0,1
4,1,34,25.0,1
4,1,34,29.0,1
4,1,34,30.0,3
4,1,34,34.0,2
4,1,34,35.0,3
4,1,34,36.0,1
4,1,34,37.0,3
4,1,34,38.0,2
4,1,34,39.0,3
4,1,34,40.0,1
4,1,34,42.0,2
4,1,34,43.0,1
4,1,34,45.0,1
4,1,34,47.0,1
4,1,35,27.0,1
4,1,35,31.0,1
4,1,35,33.0,1
4,1,35,34.0,5
4,1,35,35.0,2
4,1,35,37.0,2
4,1,35,38.0,3
4,1,35,39.0,3
4,1,35,40.0,1
4,1,35,41.0,2
4,1,35,42.0,3
4,1,35,51.0,1
4,1,36,28.0,1
4,1,36,30.0,1
4,1,36,33.0,1
4,1,36,34.0,1
4,1,36,35.0,1
4,1,36,36.0,3
4,1,36,37.0,1
4,1,36,38.0,1
4,1,36,39.0,3
4,1,36,41.0,1
4,1,36,43.0,3
4,1,36,44.0,1
4,1,36,45.0,3
4,1,36,46.0,1
4,1,36,47.0,1
4,1,36,51.0,2
4,1,37,26.0,1
4,1,37,29.0,1
4,1,37,30.0,3
4,1,37,31.0,2
4,1,37,32.0,1
4,1,37,34.0,1
4,1,37,35.0,2
4,1,37,36.0,3
4,1,37,38.0,1
4,1,37,39.0,1
4,1,37,40.0,1
4,1,37,41.0,1
4,1,37,43.0,2
4,1,37,44.0,1
4,1,37,47.0,1
4,1,37,48.0,2
4,1,37,53.0,1
4,1,38,25.0,1
4,1,38,31.0,4
4,1,38,32.0,2
4,1,38,34.0,3
4,1,38,36.0,1
4,1,38,37.0,1
4,1,38,38.0,3
4,1,38,40.0,1
4,1,38,41.0,1
4,1,38,42.0,2
4,1,38,43.0,3
4,1,38,44.0,1
4,1,38,45.0,1
4,1,38,49.0,1
4,1,39,31.0,1
4,1,39,33.0,1
4,1,39,34.0,1
4,1,39,35.0,5
4,1,39,37.0,2
4,1,39,38.0,2
4,1,39,39.0,2
4,1,39,42.0,1
4,1,39,43.0,1
4,1,39,44.0,2
4,1,39,45.0,3
4,1,39,46.0,1
4,1,39,47.0,1
4,1,39,48.0,1
4,1,39,51.0,1
4,1,40,28.0,1
4,1,40,30.0,1
4,1,40,34.0,1
4,1,40,35.0,1
4,1,40,36.0,2
4,1,40,37.0,3
4,1,40,38.0,1
4,1,40,39.0,1
4,1,40,40.0,2
4,1,40,41.0,1
4,1,40,42.0,1
4,1,40,44.0,1
4,1,40,45.0,2
4,1,40,48.0,2
4,1,40,49.0,2
4,1,40,50.0,1
4,1,40,51.0,1
4,1,40,52.0,1
4,1,41,27.0,2
4,1,41,28.0,1
4,1,41,33.0,1
4,1,41,35.0,1
4,1,41,36.0,1
4,1,41,37.0,3
4,1,41,38.0,2
4,1,41,39.0,3
4,1,41,40.0,1
4,1,41,41.0,2
4,1,41,42.0,3
4,1,41,43.0,1
4,1,41,44.0,1
4,1,41,45.0,1
4,1,41,46.0,1
4,1,41,49.0,1
4,1,42,29.0,1
4,1,42,30.0,2
4,1,42,31.0,1
4,1,42,32.0,3
4,1,42,33.0,2
4,1,42,35.0,1
4,1,42,36.0,3
4,1,42,38.0,1
4,1,42,39.0,2
4,1,42,42.0,2
4,1,42,43.0,1
4,1,42,46.0,1
4,1,42,48.0,1
4,1,42,49.0,1
4,1,42,50.0,1
4,1,42,54.0,1
4,1,42,55.0,1
4,1,43,28.0,2
4,1,43,32.0,1
4,1,43,33.0,1
4,1,43,34.0,2
4,1,43,36.0,1
4,1,43,37.0,1
4,1,43,38.0,2
4,1,43,39.0,1
4,1,43,40.0,3
4,1,43,41.0,1
4,1,43,42.0,1
4,1,43,43.0,1
4,1,43,44.0,4
4,1,43,45.0,1
4,1,43,46.0,1
4,1,43,47.0,1
4,1,43,48.0,1
4,1,44,30.0,2
4,1,44,31.0,1
4,1,44,32.0,1
4,1,44,34.0,1
4,1,44,35.0,2
4,1,44,36.0,2
4,1,44,37.0,3
4,1,44,38.0,1
4,1,44,40.0,2
4,1,44,42.0,2
4,1,44,43.0,2
4,1,44,44.0,2
4,1,44,49.0,1
4,1,44,50.0,1
4,1,44,53.0,1
4,1,44,54.0,1
4,1,45,26.0,1
4,1,45,32.0,1
4,1,45,33.0,2
4,1,45,34.0,1
4,1,45,35.0,2
4,1,45,37.0,2
4,1,45,38.0,3
4,1,45,39.0,1
4,1,45,40.0,1
4,1,45,41.0,1
4,1,45,42.0,3
4,1,45,47.0,1
4,1,45,49.0,1
4,1,45,50.0,2
4,1,45,51.0,1
4,1,45,52.0,1
4,1,45,56.0,1
4,1,46,29.0,1
4,1,46,31.0,2
4,1,46,32.0,1
4,1,46,34.0,1
4,1,46,36.0,3
4,1,46,38.0,1
4,1,46,40.0,2
4,1,46,41.0,5
4,1,46,43.0,2
4,1,46,44.0,2
4,1,46,45.0,1
4,1,46,46.0,1
4,1,46,47.0,1
4,1,46,48.0,1
4,1,46,50.0,1
4,1,47,31.0,1
4,1,47,36.0,1
4,1,47,38.0,4
4,1,47,39.0,1
4,1,47,40.0,2
4,1,47,41.0,3
4,1,47,43.0,1
4,1,47,44.0,4
4,1,47,45.0,3
4,1,47,46.0,1
4,1,47,48.0,1
4,1,47,50.0,1
4,1,47,51.0,1
4,1,47,53.0,1
4,1,48,32.0,3
4,1,48,38.0,2
4,1,48,39.0,2
4,1,48,41.0,2
4,1,48,42.0,3
4,1,48,43.0,2
4,1,48,44.0,3
4,1,48,45.0,1
4,1,48,46.0,1
4,1,48,47.0,1
4,1,48,48.0,3
4,1,48,49.0,1
4,1,48,53.0,1
4,1,49,33.0,1
4,1,49,35.0,1
4,1,49,38.0,3
4,1,49,39.0,2
4,1,49,40.0,4
4,1,49,42.0,2
4,1,49,43.0,2
4,1,49,44.0,4
4,1,49,45.0,2
4,1,49,46.0,2
4,1,49,48.0,2
4,1,50,29.0,1
4,1,50,31.0,1
4,1,50,34.0,1
4,1,50,35.0,1
4,1,50,36.0,1
4,1,50,37.0,1
4,1,50,38.0,5
4,1,50,39.0,1
4,1,50,40.0,2
4,1,50,41.0,2
4,1,50,42.0,2
4,1,50,44.0,2
4,1,50,45.0,1
4,1,50,48.0,2
4,1,50,50.0,2
4,1,51,33.0,1
4,1,51,35.0,3
4,1,51,38.0,4
4,1,51,39.0,1
4,1,51,41.0,3
4,1,51,42.0,2
4,1,51,44.0,2
4,1,51,45.0,2
4,1,51,48.0,1
4,1,51,50.0,2
4,1,51,52.0,1
4,1,51,54.0,1
4,1,51,58.0,1
4,1,51,59.0,1
4,1,52,33.0,1
4,1,52,34.0,1
4,1,52,36.0,1
4,1,52,37.0,3
4,1,52,38.0,1
4,1,52,39.0,2
4,1,52,40.0,2
4,1,52,41.0,1
4,1,52,42.0,4
4,1,52,44.0,1
4,1,52,45.0,2
4,1,52,46.0,1
4,1,52,47.0,1
4,1,52,48.0,1
4,1,52,50.0,2
4,1,52,51.0,1
4,1,53,31.0,1
4,1,53,33.0,1
4,1,53,36.0,1
4,1,53,37.0,1
4,1,53,38.0,1
4,1,53,39.0,2
4,1,53,40.0,1
4,1,53,42.0,3
4,1,53,43.0,2
4,1,53,44.0,2
4,1,53,46.0,1
4,1,53,47.0,1
4,1,53,48.0,1
4,1,53,49.0,5
4,1,53,53.0,1
4,1,53,54.0,1
4,1,54,37.0,1
4,1,54,39.0,2
4,1,54,40.0,1
4,1,54,41.0,2
4,1,54,43.0,6
4,1,54,44.0,3
4,1,54,45.0,1
4,1,54,46.0,1
4,1,54,49.0,2
4,1,54,50.0,1
4,1,54,51.0,3
4,1,54,53.0,1
4,1,54,57.0,1
4,1,55,31.0,1
4,1,55,32.0,3
4,1,55,40.0,3
4,1,55,41.0,1
4,1,55,42.0,2
4,1,55,43.0,3
4,1,55,44.0,4
4,1,55,45.0,2
4,1,55,46.0,1
4,1,55,47.0,1
4,1,55,48.0,1
4,1,55,49.0,1
4,1,55,50.0,1
4,1,55,55.0,1
4,1,56,33.0,1
4,1,56,34.0,1
4,1,56,36.0,1
4,1,56,37.0,2
4,1,56,38.0,1
4,1,56,39.0,1
4,1,56,43.0,5
4,1,56,44.0,2
4,1,56,46.0,1
4,1,56,47.0,2
4,1,56,48.0,2
4,1,56,49.0,2
4,1,56,50.0,2
4,1,56,51.0,1
4,1,56,55.0,1
4,1,57,28.0,1
4,1,57,32.0,1
4,1,57,36.0,2
4,1,57,37.0,2
4,1,57,38.0,1
4,1,57,39.0,3
4,1,57,40.0,1
4,1,57,42.0,3
4,1,57,43.0,4
4,1,57,44.0,1
4,1,57,46.0,1
4,1,57,47.0,4
4,1,57,49.0,1
4,1,58,31.0,1
4,1,58,33.0,1
4,1,58,34.0,1
4,1,58,35.0,2
4,1,58,36.0,2
4,1,58,37.0,1
4,1,58,39.0,1
4,1,58,40.0,1
4,1,58,41.0,1
4,1,58,42.0,2
4,1,58,43.0,4
4,1,58,45.0,2
4,1,58,46.0,1
4,1,58,49.0,2
4,1,58,50.0,1
4,1,58,53.0,1
4,1,58,58.0,1
4,1,59,27.0,1
4,1,59,31.0,1
4,1,59,35.0,1
4,1,59,36.0,2
4,1,59,37.0,1
4,1,59,39.0,1
4,1,59,40.0,1
4,1,59,41.0,3
4,1,59,42.0,2
4,1,59,43.0,3
4,1,59,45.0,2
4,1,59,46.0,1
4,1,59,47.0,1
4,1,59,48.0,1
4,1,59,51.0,1
4,1,59,53.0,1
4,1,59,56.0,2
4,1,60,25.0,1
4,1,60,29.0,1
4,1,60,32.0,1
4,1,60,34.0,3
4,1,60,35.0,1
4,1,60,37.0,2
4,1,60,39.0,3
4,1,60,40.0,2
4,1,60,41.0,3
4,1,60,43.0,3
4,1,60,44.0,1
4,1,60,45.0,1
4,1,60,46.0,1
4,1,60,50.0,2
4,1,61,30.0,1
4,1,61,35.0,1
4,1,61,36.0,2
4,1,61,38.0,2
4,1,61,39.0,2
4,1,61,41.0,2
4,1,61,42.0,2
4,1,61,43.0,1
4,1,61,44.0,2
4,1,61,45.0,4
4,1,61,46.0,2
4,1,61,47.0,1
4,1,61,50.0,2
4,1,61,53.0,1
4,1,62,23.0,1
4,1,62,29.0,1
4,1,62,30.0,2
4,1,62,34.0,2
4,1,62,35.0,1
4,1,62,37.0,2
4,1,62,38.0,2
4,1,62,39.0,1
4,1,62,40.0,3
4,1,62,43.0,2
4,1,62,44.0,1
4,1,62,46.0,1
4,1,62,47.0,3
4,1,62,48.0,1
4,1,62,49.0,2
4,1,63,27.0,1
4,1,63,30.0,1
4,1,63,34.0,2
4,1,63,35.0,2
4,1,63,36.0,1
4,1,63,39.0,1
4,1,63,40.0,1
4,1,63,41.0,2
4,1,63,42.0,1
4,1,63,43.0,3
4,1,63,44.0,2
4,1,63,45.0,2
4,1,63,46.0,3
4,1,63,47.0,1
4,1,63,55.0,2
4,1,64,25.0,1
4,1,64,31.0,1
4,1,64,32.0,1
4,1,64,33.0,1
4,1,64,34.0,2
4,1,64,35.0,1
4,1,64,36.0,1
4,1,64,37.0,3
4,1,64,40.0,2
4,1,64,41.0,1
4,1,64,42.0,1
4,1,64,43.0,3
4,1,64,44.0,1
4,1,64,45.0,1
4,1,64,47.0,1
4,1,64,48.0,2
4,1,64,51.0,1
4,1,64,58.0,1
4,1,65,32.0,1
4,1,65,33.0,1
4,1,65,36.0,1
4,1,65,37.0,2
4,1,65,39.0,1
4,1,65,40.0,1
4,1,65,41.0,2
4,1,65,42.0,2
4,1,65,43.0,1
4,1,65,44.0,4
4,1,65,45.0,2
4,1,65,46.0,1
4,1,65,47.0,2
4,1,65,48.0,1
4,1,65,49.0,1
4,1,65,50.0,2
4,1,66,29.0,1
4,1,66,30.0,1
4,1,66,33.0,1
4,1,66,34.0,1
4,1,66,35.0,2
4,1,66,36.0,2
4,1,66,37.0,1
4,1,66,38.0,1
4,1,66,39.0,3
4,1,66,41.0,1
4,1,66,43.0,2
4,1,66,44.0,2
4,1,66,45.0,1
4,1,66,47.0,2
4,1,66,48.0,1
4,1,66,50.0,1
4,1,66,52.0,1
4,1,66,58.0,1
4,1,67,26.0,1
4,1,67,33.0,1
4,1,67,36.0,2
4,1,67,38.0,3
4,1,67,39.0,1
4,1,67,40.0,4
4,1,67,41.0,1
4,1,67,42.0,1
4,1,67,43.0,2
4,1,67,44.0,1
4,1,67,46.0,1
4,1,67,48.0,1
4,1,67,49.0,2
4,1,67,54.0,2
4,1,67,55.0,1
4,1,67,56.0,1
4,1,68,30.0,1
4,1,68,39.0,2
4,1,68,40.0,5
4,1,68,41.0,2
4,1,68,42.0,2
4,1,68,44.0,2
4,1,68,46.0,2
4,1,68,47.0,1
4,1,68,48.0,2
4,1,68,49.0,2
4,1,68,50.0,1
4,1,68,51.0,2
4,1,68,52.0,1
4,1,69,30.0,1
4,1,69,34.0,2
4,1,69,36.0,2
4,1,69,39.0,2
4,1,69,40.0,1
4,1,69,41.0,2
4,1,69,42.0,2
4,1,69,43.0,4
4,1,69,44.0,1
4,1,69,46.0,1
4,1,69,47.0,1
4,1,69,48.0,2
4,1,69,49.0,1
4,1,69,52.0,1
4,1,69,53.0,1
4,1,69,54.0,1
4,1,70,32.0,1
4,1,70,34.0,1
4,1,70,36.0,2
4,1,70,37.0,2
4,1,70,38.0,1
4,1,70,40.0,1
4,1,70,41.0,2
4,1,70,42.0,2
4,1,70,43.0,2
4,1,70,44.0,5
4,1,70,45.0,1
4,1,70,46.0,1
4,1,70,48.0,1
4,1,70,51.0,1
4,1,70,53.0,1
4,1,70,55.0,1
4,1,71,31.0,1
4,1,71,34.0,1
4,1,71,35.0,1
4,1,71,39.0,2
4,1,71,40.0,3
4,1,71,41.0,1
4,1,71,42.0,1
4,1,71,43.0,3
4,1,71,44.0,3
4,1,71,45.0,1
4,1,71,47.0,2
4,1,71,48.0,3
4,1,71,51.0,2
4,1,71,52.0,1
4,1,72,30.0,1
4,1,72,34.0,1
4,1,72,35.0,2
4,1,72,38.0,1
4,1,72,39.0,3
4,1,72,40.0,3
4,1,72,41.0,3
4,1,72,42.0,1
4,1,72,43.0,1
4,1,72,45.0,2
4,1,72,46.0,1
4,1,72,47.0,1
4,1,72,48.0,1
4,1,72,49.0,1
4,1,72,50.0,1
4,1,72,51.0,1
4,1,72,55.0,1
4,1,73,34.0,1
4,1,73,35.0,1
4,1,73,36.0,1
4,1,73,37.0,1
4,1,73,38.0,3
4,1,73,39.0,2
4,1,73,40.0,1
4,1,73,41.0,1
4,1,73,42.0,1
4,1,73,43.0,4
4,1,73,44.0,2
4,1,73,46.0,1
4,1,73,47.0,2
4,1,73,49.0,1
4,1,73,50.0,1
4,1,73,52.0,2
4,1,74,28.0,1
4,1,74,34.0,1
4,1,74,35.0,2
4,1,74,36.0,1
4,1,74,37.0,2
4,1,74,39.0,1
4,1,74,40.0,2
4,1,74,41.0,1
4,1,74,42.0,1
4,1,74,43.0,2
4,1,74,44.0,2
4,1,74,45.0,1
4,1,74,46.0,1
4,1,74,47.0,1
4,1,74,48.0,3
4,1,74,50.0,1
4,1,74,52.0,1
4,1,74,53.0,1
4,1,75,31.0,1
4,1,75,33.0,2
4,1,75,34.0,1
4,1,75,35.0,4
4,1,75,37.0,2
4,1,75,38.0,1
4,1,75,39.0,2
4,1,75,40.0,2
4,1,75,41.0,1
4,1,75,43.0,1
4,1,75,44.0,2
4,1,75,45.0,1
4,1,75,46.0,1
4,1,75,47.0,1
4,1,75,48.0,1
4,1,75,54.0,1
4,1,75,56.0,1
4,1,76,26.0,1
4,1,76,33.0,1
4,1,76,39.0,2
4,1,76,40.0,4
4,1,76,41.0,2
4,1,76,42.0,4
4,1,76,43.0,2
4,1,76,44.0,4
4,1,76,47.0,1
4,1,76,48.0,1
4,1,76,50.0,1
4,1,76,56.0,2
4,1,77,27.0,1
4,1,77,31.0,1
4,1,77,33.0,2
4,1,77,35.0,1
4,1,77,37.0,2
4,1,77,38.0,4
4,1,77,39.0,1
4,1,77,40.0,1
4,1,77,42.0,2
4,1,77,43.0,2
4,1,77,45.0,1
4,1,77,46.0,1
4,1,77,47.0,2
4,1,77,48.0,2
4,1,77,49.0,1
4,1,77,50.0,1
4,1,78,26.0,1
4,1,78,29.0,2
4,1,78,31.0,1
4,1,78,33.0,1
4,1,78,35.0,3
4,1,78,36.0,1
4,1,78,37.0,1
4,1,78,38.0,1
4,1,78,39.0,1
4,1,78,40.0,5
4,1,78,43.0,1
4,1,78,44.0,1
4,1,78,45.0,1
4,1,78,47.0,1
4,1,78,48.0,1
4,1,78,49.0,1
4,1,78,50.0,1
4,1,78,54.0,1
4,1,79,26.0,1
4,1,79,29.0,1
4,1,79,32.0,2
4,1,79,33.0,1
4,1,79,34.0,2
4,1,79,36.0,3
4,1,79,38.0,1
4,1,79,39.0,2
4,1,79,40.0,4
4,1,79,41.0,2
4,1,79,43.0,1
4,1,79,44.0,2
4,1,79,45.0,1
4,1,79,46.0,2
4,1,80,25.0,1
4,1,80,28.0,1
4,1,80,33.0,3
4,1,80,34.0,2
4,1,80,36.0,3
4,1,80,37.0,2
4,1,80,38.0,1
4,1,80,39.0,1
4,1,80,40.0,3
4,1,80,41.0,3
4,1,80,42.0,1
4,1,80,43.0,2
4,1,80,45.0,1
4,1,80,53.0,1
4,1,81,26.0,1
4,1,81,28.0,1
4,1,81,31.0,1
4,1,81,33.0,2
4,1,81,34.0,1
4,1,81,35.0,1
4,1,81,36.0,2
4,1,81,37.0,1
4,1,81,38.0,3
4,1,81,39.0,2
4,1,81,41.0,1
4,1,81,42.0,1
4,1,81,43.0,3
4,1,81,45.0,2
4,1,81,49.0,1
4,1,81,50.0,1
4,1,81,57.0,1
4,1,82,28.0,1
4,1,82,30.0,1
4,1,82,32.0,1
4,1,82,33.0,2
4,1,82,34.0,1
4,1,82,35.0,2
4,1,82,36.0,1
4,1,82,40.0,3
4,1,82,41.0,3
4,1,82,43.0,2
4,1,82,44.0,1
4,1,82,45.0,1
4,1,82,46.0,1
4,1,82,48.0,2
4,1,82,50.0,1
4,1,82,52.0,1
4,1,82,55.0,1
4,1,83,31.0,1
4,1,83,34.0,1
4,1,83,35.0,1
4,1,83,36.0,3
4,1,83,38.0,3
4,1,83,39.0,1
4,1,83,41.0,1
4,1,83,42.0,2
4,1,83,43.0,2
4,1,83,44.0,1
4,1,83,45.0,3
4,1,83,46.0,1
4,1,83,47.0,2
4,1,83,48.0,1
4,1,83,49.0,1
4,1,83,51.0,1
4,1,84,24.0,1
4,1,84,26.0,1
4,1,84,32.0,2
4,1,84,35.0,2
4,1,84,36.0,2
4,1,84,37.0,2
4,1,84,38.0,2
4,1,84,40.0,2
4,1,84,41.0,1
4,1,84,42.0,3
4,1,84,45.0,1
4,1,84,46.0,2
4,1,84,47.0,1
4,1,84,48.0,1
4,1,84,52.0,1
4,1,84,58.0,1
4,1,85,30.0,1
4,1,85,33.0,1
4,1,85,36.0,1
4,1,85,37.0,1
4,1,85,38.0,2
4,1,85,39.0,3
4,1,85,40.0,1
4,1,85,41.0,2
4,1,85,42.0,1
4,1,85,43.0,1
4,1,85,44.0,2
4,1,85,45.0,1
4,1,85,46.0,1
4,1,85,48.0,2
4,1,85,49.0,1
4,1,85,50.0,2
4,1,85,54.0,1
4,1,85,63.0,1
4,1,86,23.0,1
4,1,86,33.0,1
4,1,86,34.0,2
4,1,86,35.0,1
4,1,86,36.0,1
4,1,86,37.0,1
4,1,86,38.0,4
4,1,86,40.0,2
4,1,86,41.0,2
4,1,86,43.0,1
4,1,86,45.0,1
4,1,86,47.0,1
4,1,86,49.0,1
4,1,86,50.0,3
4,1,86,51.0,1
4,1,86,54.0,1
4,1,86,56.0,1
4,1,87,33.0,2
4,1,87,34.0,2
4,1,87,36.0,4
4,1,87,38.0,1
4,1,87,40.0,2
4,1,87,41.0,2
4,1,87,42.0,1
4,1,87,43.0,1
4,1,87,44.0,1
4,1,87,45.0,1
4,1,87,46.0,2
4,1,87,48.0,1
4,1,87,49.0,2
4,1,87,51.0,2
4,1,87,58.0,1
4,1,88,28.0,1
4,1,88,31.0,1
4,1,88,33.0,2
4,1,88,35.0,2
4,1,88,37.0,1
4,1,88,38.0,1
4,1,88,41.0,1
4,1,88,42.0,2
4,1,88,43.0,1
4,1,88,45.0,1
4,1,88,46.0,1
4,1,88,47.0,2
4,1,88,48.0,3
4,1,88,50.0,2
4,1,88,51.0,1
4,1,88,52.0,2
4,1,88,53.0,1
4,1,89,30.0,1
4,1,89,32.0,1
4,1,89,34.0,2
4,1,89,37.0,1
4,1,89,38.0,3
4,1,89,39.0,1
4,1,89,41.0,3
4,1,89,43.0,1
4,1,89,44.0,2
4,1,89,45.0,1
4,1,89,46.0,4
4,1,89,47.0,2
4,1,89,49.0,1
4,1,89,52.0,1
4,1,89,55.0,1
4,1,90,30.0,1
4,1,90,31.0,1
4,1,90,36.0,3
4,1,90,39.0,2
4,1,90,40.0,1
4,1,90,42.0,2
4,1,90,43.0,3
4,1,90,44.0,1
4,1,90,45.0,1
4,1,90,46.0,2
4,1,90,48.0,3
4,1,90,49.0,1
4,1,90,51.0,1
4,1,90,52.0,2
4,1,90,60.0,1
4,1,91,34.0,1
4,1,91,35.0,1
4,1,91,36.0,1
4,1,91,37.0,1
4,1,91,38.0,2
4,1,91,40.0,3
4,1,91,41.0,1
4,1,91,42.0,2
4,1,91,44.0,2
4,1,91,45.0,2
4,1,91,46.0,2
4,1,91,47.0,1
4,1,91,49.0,1
4,1,91,51.0,3
4,1,91,53.0,1
4,1,91,54.0,1
4,1,92,28.0,1
4,1,92,33.0,1
4,1,92,36.0,2
4,1,92,37.0,4
4,1,92,38.0,1
4,1,92,39.0,3
4,1,92,43.0,2
4,1,92,44.0,3
4,1,92,46.0,2
4,1,92,47.0,2
4,1,92,49.0,2
4,1,92,50.0,1
4,1,92,52.0,1
4,1,93,34.0,2
4,1,93,37.0,4
4,1,93,38.0,2
4,1,93,39.0,3
4,1,93,41.0,1
4,1,93,43.0,1
4,1,93,46.0,1
4,1,93,47.0,5
4,1,93,49.0,1
4,1,93,52.0,1
4,1,93,53.0,1
4,1,93,54.0,1
4,1,93,58.0,1
4,1,93,62.0,1
4,1,94,37.0,1
4,1,94,38.0,2
4,1,94,39.0,1
4,1,94,40.0,1
4,1,94,41.0,3
4,1,94,44.0,2
4,1,94,45.0,4
4,1,94,48.0,2
4,1,94,49.0,1
4,1,94,50.0,1
4,1,94,51.0,2
4,1,94,54.0,3
4,1,94,55.0,1
4,1,94,56.0,1
4,1,95,30.0,1
4,1,95,33.0,1
4,1,95,36.0,1
4,1,95,37.0,2
4,1,95,38.0,1
4,1,95,39.0,1
4,1,95,40.0,2
4,1,95,41.0,1
4,1,95,42.0,2
4,1,95,43.0,1
4,1,95,44.0,2
4,1,95,46.0,1
4,1,95,47.0,3
4,1,95,49.0,3
4,1,95,50.0,1
4,1,95,51.0,1
4,1,95,52.0,1
4,1,96,38.0,2
4,1,96,39.0,1
4,1,96,40.0,4
4,1,96,41.0,2
4,1,96,42.0,2
4,1,96,43.0,1
4,1,96,44.0,1
4,1,96,45.0,1
4,1,96,47.0,2
4,1,96,48.0,1
4,1,96,49.0,4
4,1,96,50.0,1
4,1,96,51.0,1
4,1,96,52.0,1
4,1,96,56.0,1
4,1,97,31.0,1
4,1,97,36.0,1
4,1,97,37.0,1
4,1,97,38.0,1
4,1,97,39.0,1
4,1,97,40.0,3
4,1,97,41.0,1
4,1,97,42.0,5
4,1,97,45.0,2
4,1,97,46.0,3
4,1,97,47.0,3
4,1,97,48.0,1
4,1,97,49.0,2
4,1,98,35.0,1
4,1,98,36.0,1
4,1,98,38.0,2
4,1,98,40.0,2
4,1,98,41.0,1
4,1,98,42.0,1
4,1,98,44.0,2
4,1,98,45.0,4
4,1,98,46.0,2
4,1,98,48.0,4
4,1,98,49.0,3
4,1,98,50.0,1
4,1,98,53.0,1
4,1,99,34.0,1
4,1,99,36.0,1
4,1,99,37.0,1
4,1,99,38.0,1
4,1,99,39.0,4
4,1,99,40.0,1
4,1,99,41.0,1
4,1,99,42.0,1
4,1,99,43.0,2
4,1,99,44.0,5
