neuronsPerLayer,hiddenLayers,gen,score,count
1,7,23,45.0,1
1,7,23,46.0,1
1,7,23,47.0,2
1,7,23,48.0,1
1,7,23,49.0,1
1,7,23,50.0,4
1,7,23,51.0,1
1,7,23,52.0,3
1,7,23,54.0,1
1,7,23,55.0,1
1,7,23,56.0,4
1,7,23,57.0,1
1,7,23,58.0,2
1,7,23,63.0,1
1,7,24,37.0,1
1,7,24,44.0,1
1,7,24,45.0,1
1,7,24,46.0,3
1,7,24,48.0,1
1,7,24,49.0,1
1,7,24,50.0,3
1,7,24,51.0,3
1,7,24,52.0,1
1,7,24,53.0,1
1,7,24,54.0,1
1,7,24,56.0,2
1,7,24,57.0,2
1,7,24,59.0,2
1,7,24,61.0,1
1,7,24,62.0,1
1,7,25,38.0,1
1,7,25,44.0,1
1,7,25,46.0,2
1,7,25,47.0,2
1,7,25,49.0,2
1,7,25,50.0,2
1,7,25,51.0,3
1,7,25,52.0,4
1,7,25,54.0,2
1,7,25,56.0,1
1,7,25,57.0,1
1,7,25,58.0,1
1,7,25,61.0,2
1,7,25,64.0,1
1,7,26,35.0,1
1,7,26,42.0,1
1,7,26,43.0,1
1,7,26,44.0,1
1,7,26,46.0,1
1,7,26,47.0,1
1,7,26,48.0,1
1,7,26,49.0,1
1,7,26,50.0,3
1,7,26,52.0,3
1,7,26,53.0,2
1,7,26,55.0,1
1,7,26,56.0,3
1,7,26,57.0,1
1,7,26,58.0,1
1,7,26,64.0,1
1,7,26,66.0,1
1,7,26,68.0,1
1,7,27,32.0,1
1,7,27,34.0,1
1,7,27,35.0,1
1,7,27,37.0,1
1,7,27,38.0,1
1,7,27,44.0,1
1,7,27,48.0,1
1,7,27,49.0,1
1,7,27,50.0,2
1,7,27,51.0,2
1,7,27,52.0,1
1,7,27,54.0,4
1,7,27,55.0,1
1,7,27,57.0,1
1,7,27,58.0,3
1,7,27,59.0,1
1,7,27,61.0,1
1,7,27,66.0,1
1,7,28,28.0,1
1,7,28,33.0,1
1,7,28,44.0,1
1,7,28,46.0,2
1,7,28,47.0,3
1,7,28,48.0,1
1,7,28,49.0,4
1,7,28,51.0,1
1,7,28,52.0,2
1,7,28,53.0,1
1,7,28,55.0,3
1,7,28,56.0,1
1,7,28,59.0,2
1,7,28,61.0,1
1,7,28,63.0,1
1,7,29,37.0,1
1,7,29,42.0,1
1,7,29,47.0,2
1,7,29,48.0,1
1,7,29,49.0,5
1,7,29,51.0,6
1,7,29,52.0,1
1,7,29,53.0,1
1,7,29,54.0,1
1,7,29,55.0,1
1,7,29,56.0,1
1,7,29,57.0,1
1,7,29,60.0,1
1,7,29,61.0,2
1,7,30,46.0,1
1,7,30,48.0,1
1,7,30,49.0,2
1,7,30,50.0,1
1,7,30,51.0,1
1,7,30,52.0,2
1,7,30,53.0,1
1,7,30,54.0,1
1,7,30,55.0,3
1,7,30,56.0,3
1,7,30,57.0,2
1,7,30,58.0,2
1,7,30,60.0,1
1,7,30,61.0,1
1,7,30,62.0,1
1,7,30,63.0,1
1,7,30,65.0,1
1,7,31,43.0,2
1,7,31,44.0,1
1,7,31,45.0,2
1,7,31,46.0,1
1,7,31,47.0,2
1,7,31,50.0,1
1,7,31,51.0,2
1,7,31,52.0,2
1,7,31,54.0,1
1,7,31,55.0,2
1,7,31,56.0,1
1,7,31,57.0,1
1,7,31,59.0,1
1,7,31,60.0,2
1,7,31,61.0,1
1,7,31,62.0,1
1,7,31,64.0,2
1,7,32,39.0,1
1,7,32,45.0,1
1,7,32,47.0,1
1,7,32,49.0,2
1,7,32,50.0,1
1,7,32,51.0,2
1,7,32,52.0,1
1,7,32,53.0,3
1,7,32,54.0,1
1,7,32,56.0,1
1,7,32,57.0,2
1,7,32,58.0,2
1,7,32,59.0,4
1,7,32,61.0,3
1,7,33,36.0,1
1,7,33,43.0,2
1,7,33,44.0,1
1,7,33,45.0,2
1,7,33,46.0,3
1,7,33,47.0,3
1,7,33,48.0,1
1,7,33,50.0,1
1,7,33,51.0,1
1,7,33,52.0,2
1,7,33,55.0,1
1,7,33,56.0,1
1,7,33,58.0,1
1,7,33,59.0,2
1,7,33,65.0,2
1,7,33,67.0,1
1,7,34,43.0,1
1,7,34,44.0,1
1,7,34,48.0,1
1,7,34,49.0,2
1,7,34,50.0,1
1,7,34,51.0,2
1,7,34,52.0,1
1,7,34,53.0,2
1,7,34,54.0,1
1,7,34,55.0,2
1,7,34,56.0,1
1,7,34,57.0,3
1,7,34,59.0,2
1,7,34,61.0,2
1,7,34,62.0,1
1,7,34,63.0,1
1,7,34,67.0,1
1,7,35,24.0,1
1,7,35,49.0,2
1,7,35,50.0,2
1,7,35,52.0,1
1,7,35,53.0,1
1,7,35,54.0,1
1,7,35,57.0,2
1,7,35,58.0,3
1,7,35,60.0,2
1,7,35,61.0,2
1,7,35,62.0,4
1,7,35,63.0,1
1,7,35,67.0,1
1,7,35,71.0,2
1,7,36,42.0,1
1,7,36,47.0,1
1,7,36,48.0,2
1,7,36,50.0,1
1,7,36,51.0,1
1,7,36,52.0,1
1,7,36,53.0,2
1,7,36,54.0,1
1,7,36,55.0,1
1,7,36,57.0,3
1,7,36,58.0,3
1,7,36,59.0,2
1,7,36,61.0,1
1,7,36,63.0,2
1,7,36,67.0,1
1,7,36,70.0,2
1,7,37,34.0,1
1,7,37,48.0,1
1,7,37,50.0,1
1,7,37,51.0,1
1,7,37,54.0,1
1,7,37,55.0,6
1,7,37,56.0,1
1,7,37,57.0,1
1,7,37,58.0,3
1,7,37,59.0,1
1,7,37,61.0,5
1,7,37,63.0,1
1,7,37,66.0,1
1,7,37,72.0,1
1,7,38,22.0,1
1,7,38,46.0,1
1,7,38,49.0,1
1,7,38,52.0,1
1,7,38,53.0,1
1,7,38,54.0,2
1,7,38,55.0,1
1,7,38,56.0,3
1,7,38,57.0,2
1,7,38,59.0,2
1,7,38,60.0,2
1,7,38,62.0,2
1,7,38,65.0,1
1,7,38,67.0,1
1,7,38,68.0,1
1,7,38,69.0,1
1,7,38,70.0,2
1,7,39,46.0,1
1,7,39,47.0,1
1,7,39,50.0,1
1,7,39,52.0,1
1,7,39,53.0,1
1,7,39,54.0,1
1,7,39,58.0,5
1,7,39,59.0,4
1,7,39,60.0,1
1,7,39,61.0,3
1,7,39,62.0,1
1,7,39,63.0,2
1,7,39,64.0,2
1,7,39,67.0,1
1,7,40,42.0,1
1,7,40,45.0,1
1,7,40,47.0,1
1,7,40,50.0,1
1,7,40,52.0,1
1,7,40,54.0,1
1,7,40,55.0,2
1,7,40,56.0,1
1,7,40,57.0,3
1,7,40,58.0,2
1,7,40,59.0,2
1,7,40,60.0,1
1,7,40,61.0,1
1,7,40,62.0,1
1,7,40,65.0,2
1,7,40,66.0,1
1,7,40,67.0,1
1,7,40,68.0,2
1,7,41,45.0,1
1,7,41,50.0,1
1,7,41,52.0,1
1,7,41,53.0,4
1,7,41,54.0,1
1,7,41,55.0,1
1,7,41,56.0,1
1,7,41,57.0,1
1,7,41,58.0,2
1,7,41,59.0,2
1,7,41,61.0,2
1,7,41,62.0,2
1,7,41,63.0,1
1,7,41,64.0,5
1,7,42,35.0,1
1,7,42,45.0,1
1,7,42,46.0,1
1,7,42,47.0,1
1,7,42,50.0,1
1,7,42,53.0,1
1,7,42,54.0,4
1,7,42,55.0,1
1,7,42,56.0,4
1,7,42,59.0,1
1,7,42,60.0,2
1,7,42,62.0,2
1,7,42,63.0,2
1,7,42,66.0,2
1,7,42,69.0,1
1,7,43,31.0,1
1,7,43,35.0,1
1,7,43,43.0,1
1,7,43,44.0,1
1,7,43,45.0,1
1,7,43,48.0,1
1,7,43,49.0,3
1,7,43,50.0,2
1,7,43,52.0,1
1,7,43,53.0,1
1,7,43,54.0,2
1,7,43,55.0,1
1,7,43,56.0,2
1,7,43,57.0,1
1,7,43,58.0,1
1,7,43,59.0,2
1,7,43,60.0,1
1,7,43,64.0,1
1,7,43,65.0,1
1,7,44,32.0,1
1,7,44,35.0,1
1,7,44,36.0,1
1,7,44,37.0,1
1,7,44,47.0,2
1,7,44,48.0,1
1,7,44,49.0,1
1,7,44,50.0,2
1,7,44,51.0,2
1,7,44,54.0,2
1,7,44,58.0,2
1,7,44,59.0,1
1,7,44,62.0,2
1,7,44,64.0,3
1,7,44,66.0,2
1,7,44,69.0,1
1,7,45,38.0,2
1,7,45,42.0,1
1,7,45,43.0,1
1,7,45,44.0,1
1,7,45,46.0,1
1,7,45,49.0,1
1,7,45,50.0,1
1,7,45,51.0,1
1,7,45,52.0,1
1,7,45,53.0,2
1,7,45,54.0,1
1,7,45,55.0,2
1,7,45,60.0,2
1,7,45,61.0,1
1,7,45,62.0,1
1,7,45,63.0,1
1,7,45,65.0,1
1,7,45,66.0,1
1,7,45,67.0,1
1,7,45,68.0,1
1,7,45,74.0,1
1,7,46,26.0,1
1,7,46,35.0,1
1,7,46,49.0,1
1,7,46,53.0,3
1,7,46,55.0,1
1,7,46,56.0,1
1,7,46,57.0,2
1,7,46,58.0,1
1,7,46,60.0,4
1,7,46,61.0,1
1,7,46,62.0,1
1,7,46,63.0,1
1,7,46,64.0,1
1,7,46,65.0,1
1,7,46,67.0,3
1,7,46,68.0,1
1,7,46,74.0,1
1,7,47,41.0,1
1,7,47,43.0,1
1,7,47,44.0,1
1,7,47,52.0,2
1,7,47,54.0,2
1,7,47,55.0,1
1,7,47,56.0,2
1,7,47,57.0,2
1,7,47,59.0,2
1,7,47,60.0,1
1,7,47,63.0,2
1,7,47,65.0,1
1,7,47,66.0,1
1,7,47,67.0,1
1,7,47,69.0,2
1,7,47,72.0,2
1,7,47,75.0,1
1,7,48,51.0,1
1,7,48,52.0,2
1,7,48,54.0,1
1,7,48,56.0,2
1,7,48,57.0,2
1,7,48,58.0,3
1,7,48,59.0,1
1,7,48,61.0,2
1,7,48,62.0,2
1,7,48,64.0,1
1,7,48,65.0,2
1,7,48,66.0,1
1,7,48,69.0,1
1,7,48,70.0,1
1,7,48,71.0,1
1,7,48,72.0,1
1,7,48,74.0,1
1,7,49,45.0,1
1,7,49,47.0,1
1,7,49,48.0,1
1,7,49,52.0,1
1,7,49,53.0,1
1,7,49,54.0,2
1,7,49,55.0,3
1,7,49,56.0,1
1,7,49,58.0,1
1,7,49,59.0,1
1,7,49,61.0,5
1,7,49,62.0,1
1,7,49,63.0,1
1,7,49,66.0,2
1,7,49,71.0,1
1,7,49,73.0,1
1,7,49,74.0,1
1,7,50,32.0,1
1,7,50,48.0,1
1,7,50,49.0,1
1,7,50,50.0,2
1,7,50,51.0,3
1,7,50,55.0,1
1,7,50,58.0,5
1,7,50,59.0,1
1,7,50,60.0,1
1,7,50,61.0,1
1,7,50,63.0,2
1,7,50,64.0,1
1,7,50,65.0,1
1,7,50,66.0,2
1,7,50,69.0,1
1,7,50,70.0,1
1,7,51,38.0,1
1,7,51,45.0,1
1,7,51,51.0,1
1,7,51,54.0,1
1,7,51,57.0,1
1,7,51,58.0,4
1,7,51,59.0,3
1,7,51,61.0,1
1,7,51,63.0,2
1,7,51,64.0,2
1,7,51,65.0,1
1,7,51,67.0,2
1,7,51,68.0,2
1,7,51,69.0,2
1,7,51,72.0,1
1,7,52,37.0,1
1,7,52,40.0,1
1,7,52,49.0,3
1,7,52,52.0,2
1,7,52,53.0,1
1,7,52,55.0,2
1,7,52,56.0,3
1,7,52,58.0,2
1,7,52,60.0,2
1,7,52,62.0,2
1,7,52,63.0,1
1,7,52,64.0,1
1,7,52,65.0,2
1,7,52,70.0,2
1,7,53,37.0,1
1,7,53,40.0,1
1,7,53,44.0,1
1,7,53,45.0,2
1,7,53,46.0,1
1,7,53,49.0,1
1,7,53,51.0,2
1,7,53,53.0,1
1,7,53,54.0,1
1,7,53,57.0,1
1,7,53,59.0,4
1,7,53,61.0,1
1,7,53,62.0,1
1,7,53,63.0,2
1,7,53,64.0,2
1,7,53,67.0,1
1,7,53,68.0,1
1,7,53,69.0,1
1,7,54,32.0,2
1,7,54,44.0,2
1,7,54,51.0,1
1,7,54,53.0,2
1,7,54,54.0,2
1,7,54,55.0,3
1,7,54,57.0,2
1,7,54,58.0,1
1,7,54,59.0,1
1,7,54,60.0,2
1,7,54,61.0,2
1,7,54,62.0,2
1,7,54,64.0,2
1,7,54,66.0,1
1,7,55,31.0,1
1,7,55,44.0,1
1,7,55,46.0,1
1,7,55,49.0,1
1,7,55,50.0,1
1,7,55,54.0,1
1,7,55,56.0,2
1,7,55,58.0,2
1,7,55,59.0,1
1,7,55,60.0,3
1,7,55,61.0,2
1,7,55,62.0,2
1,7,55,63.0,2
1,7,55,65.0,1
1,7,55,67.0,1
1,7,55,68.0,1
1,7,55,70.0,2
1,7,56,34.0,1
1,7,56,40.0,1
1,7,56,41.0,1
1,7,56,46.0,1
1,7,56,48.0,1
1,7,56,49.0,1
1,7,56,51.0,1
1,7,56,52.0,1
1,7,56,53.0,1
1,7,56,58.0,1
1,7,56,59.0,3
1,7,56,60.0,1
1,7,56,61.0,1
1,7,56,62.0,3
1,7,56,64.0,2
1,7,56,65.0,2
1,7,56,66.0,1
1,7,56,67.0,1
1,7,56,70.0,1
1,7,57,44.0,1
1,7,57,45.0,2
1,7,57,47.0,1
1,7,57,49.0,1
1,7,57,52.0,1
1,7,57,53.0,1
1,7,57,54.0,1
1,7,57,55.0,3
1,7,57,58.0,4
1,7,57,59.0,2
1,7,57,62.0,2
1,7,57,63.0,1
1,7,57,64.0,1
1,7,57,65.0,2
1,7,57,68.0,1
1,7,57,69.0,1
1,7,58,38.0,1
1,7,58,49.0,1
1,7,58,50.0,1
1,7,58,51.0,1
1,7,58,53.0,1
1,7,58,55.0,2
1,7,58,56.0,1
1,7,58,57.0,1
1,7,58,58.0,2
1,7,58,59.0,2
1,7,58,60.0,1
1,7,58,61.0,2
1,7,58,62.0,1
1,7,58,64.0,1
1,7,58,65.0,3
1,7,58,67.0,1
1,7,58,68.0,1
1,7,58,69.0,1
1,7,58,70.0,1
1,7,59,48.0,1
1,7,59,50.0,2
1,7,59,51.0,1
1,7,59,54.0,2
1,7,59,56.0,3
1,7,59,57.0,3
1,7,59,58.0,1
1,7,59,59.0,1
1,7,59,61.0,3
1,7,59,62.0,4
1,7,59,65.0,2
1,7,59,66.0,2
1,7,60,52.0,1
1,7,60,54.0,2
1,7,60,55.0,1
1,7,60,56.0,2
1,7,60,57.0,2
1,7,60,58.0,1
1,7,60,59.0,3
1,7,60,60.0,3
1,7,60,61.0,1
1,7,60,62.0,2
1,7,60,63.0,1
1,7,60,64.0,2
1,7,60,65.0,1
1,7,60,67.0,1
1,7,60,69.0,1
1,7,60,71.0,1
1,7,61,41.0,1
1,7,61,47.0,1
1,7,61,52.0,1
1,7,61,53.0,2
1,7,61,54.0,2
1,7,61,55.0,1
1,7,61,56.0,1
1,7,61,57.0,1
1,7,61,58.0,1
1,7,61,59.0,3
1,7,61,60.0,1
1,7,61,62.0,3
1,7,61,63.0,1
1,7,61,64.0,2
1,7,61,65.0,2
1,7,61,67.0,1
1,7,61,70.0,1
1,7,62,48.0,1
1,7,62,52.0,1
1,7,62,54.0,2
1,7,62,55.0,3
1,7,62,56.0,3
1,7,62,57.0,2
1,7,62,58.0,1
1,7,62,59.0,3
1,7,62,60.0,3
1,7,62,61.0,1
1,7,62,62.0,1
1,7,62,65.0,1
1,7,62,68.0,1
1,7,62,69.0,1
1,7,62,74.0,1
1,7,63,47.0,1
1,7,63,48.0,2
1,7,63,49.0,2
1,7,63,50.0,1
1,7,63,51.0,1
1,7,63,52.0,1
1,7,63,53.0,1
1,7,63,55.0,2
1,7,63,56.0,2
1,7,63,57.0,2
1,7,63,58.0,3
1,7,63,59.0,1
1,7,63,60.0,1
1,7,63,61.0,2
1,7,63,65.0,1
1,7,63,66.0,1
1,7,63,67.0,1
1,7,64,49.0,1
1,7,64,50.0,1
1,7,64,51.0,4
1,7,64,52.0,1
1,7,64,53.0,1
1,7,64,54.0,4
1,7,64,55.0,1
1,7,64,56.0,1
1,7,64,57.0,2
1,7,64,59.0,2
1,7,64,60.0,1
1,7,64,61.0,1
1,7,64,63.0,2
1,7,64,65.0,1
1,7,64,67.0,1
1,7,64,73.0,1
1,7,65,43.0,1
1,7,65,47.0,1
1,7,65,50.0,1
1,7,65,51.0,3
1,7,65,52.0,1
1,7,65,53.0,2
1,7,65,54.0,1
1,7,65,55.0,3
1,7,65,56.0,1
1,7,65,57.0,1
1,7,65,58.0,2
1,7,65,59.0,1
1,7,65,60.0,1
1,7,65,61.0,2
1,7,65,62.0,1
1,7,65,63.0,1
1,7,65,64.0,1
1,7,65,68.0,1
1,7,66,39.0,1
1,7,66,47.0,1
1,7,66,48.0,1
1,7,66,50.0,3
1,7,66,55.0,4
1,7,66,56.0,2
1,7,66,57.0,1
1,7,66,58.0,2
1,7,66,60.0,1
1,7,66,61.0,1
1,7,66,62.0,1
1,7,66,63.0,3
1,7,66,64.0,1
1,7,66,68.0,1
1,7,66,70.0,1
1,7,66,72.0,1
1,7,67,47.0,1
1,7,67,49.0,1
1,7,67,52.0,1
1,7,67,53.0,1
1,7,67,54.0,1
1,7,67,55.0,1
1,7,67,56.0,3
1,7,67,57.0,1
1,7,67,58.0,3
1,7,67,60.0,1
1,7,67,61.0,2
1,7,67,62.0,1
1,7,67,63.0,1
1,7,67,64.0,2
1,7,67,65.0,2
1,7,67,67.0,2
1,7,67,70.0,1
1,7,68,46.0,1
1,7,68,50.0,1
1,7,68,53.0,1
1,7,68,55.0,2
1,7,68,57.0,1
1,7,68,58.0,2
1,7,68,60.0,2
1,7,68,61.0,2
1,7,68,62.0,3
1,7,68,63.0,1
1,7,68,64.0,2
1,7,68,66.0,2
1,7,68,67.0,2
1,7,68,68.0,3
1,7,69,45.0,1
1,7,69,47.0,1
1,7,69,49.0,1
1,7,69,51.0,1
1,7,69,52.0,1
1,7,69,53.0,1
1,7,69,55.0,1
1,7,69,57.0,2
1,7,69,59.0,3
1,7,69,60.0,1
1,7,69,61.0,2
1,7,69,62.0,3
1,7,69,63.0,1
1,7,69,64.0,1
1,7,69,66.0,2
1,7,69,67.0,2
1,7,69,71.0,1
1,7,70,47.0,1
1,7,70,49.0,1
1,7,70,50.0,1
1,7,70,51.0,1
1,7,70,52.0,3
1,7,70,55.0,3
1,7,70,57.0,1
1,7,70,58.0,1
1,7,70,59.0,1
1,7,70,60.0,2
1,7,70,61.0,2
1,7,70,62.0,3
1,7,70,63.0,1
1,7,70,64.0,2
1,7,70,66.0,1
1,7,70,67.0,1
1,7,71,46.0,1
1,7,71,50.0,3
1,7,71,51.0,1
1,7,71,52.0,2
1,7,71,54.0,2
1,7,71,55.0,2
1,7,71,56.0,1
1,7,71,57.0,1
1,7,71,59.0,1
1,7,71,60.0,2
1,7,71,61.0,2
1,7,71,62.0,1
1,7,71,63.0,2
1,7,71,64.0,2
1,7,71,68.0,1
1,7,71,72.0,1
1,7,72,44.0,1
1,7,72,52.0,1
1,7,72,53.0,1
1,7,72,54.0,1
1,7,72,55.0,3
1,7,72,56.0,1
1,7,72,57.0,2
1,7,72,58.0,1
1,7,72,59.0,2
1,7,72,61.0,1
1,7,72,62.0,2
1,7,72,64.0,2
1,7,72,65.0,1
1,7,72,66.0,2
1,7,72,67.0,1
1,7,72,68.0,2
1,7,72,74.0,1
1,7,73,45.0,1
1,7,73,48.0,1
1,7,73,50.0,1
1,7,73,52.0,1
1,7,73,53.0,1
1,7,73,54.0,2
1,7,73,55.0,1
1,7,73,58.0,3
1,7,73,59.0,3
1,7,73,60.0,3
1,7,73,61.0,1
1,7,73,62.0,1
1,7,73,64.0,1
1,7,73,65.0,2
1,7,73,66.0,1
1,7,73,67.0,1
1,7,73,69.0,1
1,7,74,42.0,1
1,7,74,43.0,1
1,7,74,45.0,1
1,7,74,50.0,2
1,7,74,51.0,1
1,7,74,52.0,1
1,7,74,55.0,2
1,7,74,56.0,2
1,7,74,57.0,3
1,7,74,58.0,2
1,7,74,59.0,2
1,7,74,60.0,3
1,7,74,62.0,2
1,7,74,66.0,1
1,7,74,73.0,1
1,7,75,45.0,1
1,7,75,50.0,3
1,7,75,51.0,2
1,7,75,52.0,2
1,7,75,54.0,2
1,7,75,55.0,2
1,7,75,56.0,2
1,7,75,59.0,2
1,7,75,60.0,1
1,7,75,61.0,2
1,7,75,62.0,3
1,7,75,63.0,1
1,7,75,64.0,1
1,7,75,67.0,1
1,7,76,47.0,1
1,7,76,48.0,1
1,7,76,49.0,1
1,7,76,50.0,1
1,7,76,51.0,1
1,7,76,52.0,1
1,7,76,56.0,1
1,7,76,57.0,2
1,7,76,58.0,3
1,7,76,59.0,2
1,7,76,60.0,2
1,7,76,61.0,1
1,7,76,62.0,2
1,7,76,63.0,2
1,7,76,64.0,2
1,7,76,65.0,1
1,7,76,69.0,1
1,7,77,47.0,1
1,7,77,50.0,1
1,7,77,51.0,1
1,7,77,55.0,2
1,7,77,56.0,2
1,7,77,57.0,3
1,7,77,58.0,4
1,7,77,59.0,1
1,7,77,60.0,2
1,7,77,61.0,1
1,7,77,62.0,2
1,7,77,63.0,2
1,7,77,64.0,1
1,7,77,66.0,1
1,7,77,68.0,1
1,7,78,45.0,1
1,7,78,46.0,1
1,7,78,49.0,2
1,7,78,50.0,1
1,7,78,53.0,3
1,7,78,54.0,1
1,7,78,55.0,2
1,7,78,57.0,2
1,7,78,59.0,1
1,7,78,60.0,2
1,7,78,61.0,2
1,7,78,63.0,1
1,7,78,64.0,1
1,7,78,65.0,1
1,7,78,66.0,1
1,7,78,68.0,2
1,7,78,69.0,1
1,7,79,45.0,2
1,7,79,46.0,1
1,7,79,48.0,1
1,7,79,50.0,1
1,7,79,52.0,1
1,7,79,53.0,1
1,7,79,55.0,3
1,7,79,56.0,1
1,7,79,57.0,2
1,7,79,59.0,2
1,7,79,60.0,2
1,7,79,61.0,2
1,7,79,63.0,1
1,7,79,64.0,1
1,7,79,65.0,2
1,7,79,68.0,1
1,7,79,69.0,1
1,7,80,50.0,2
1,7,80,52.0,1
1,7,80,55.0,1
1,7,80,57.0,1
1,7,80,58.0,2
1,7,80,59.0,4
1,7,80,60.0,4
1,7,80,61.0,2
1,7,80,62.0,2
1,7,80,63.0,3
1,7,80,65.0,1
1,7,80,66.0,1
1,7,80,71.0,1
1,7,81,43.0,1
1,7,81,50.0,1
1,7,81,52.0,3
1,7,81,55.0,1
1,7,81,56.0,2
1,7,81,57.0,1
1,7,81,58.0,2
1,7,81,59.0,3
1,7,81,60.0,2
1,7,81,61.0,2
1,7,81,65.0,3
1,7,81,66.0,1
1,7,81,68.0,1
1,7,81,70.0,1
1,7,81,73.0,1
1,7,82,50.0,1
1,7,82,51.0,3
1,7,82,52.0,1
1,7,82,53.0,1
1,7,82,54.0,1
1,7,82,55.0,1
1,7,82,56.0,2
1,7,82,57.0,2
1,7,82,58.0,1
1,7,82,59.0,1
1,7,82,60.0,2
1,7,82,61.0,1
1,7,82,62.0,1
1,7,82,63.0,2
1,7,82,65.0,1
1,7,82,66.0,1
1,7,82,67.0,1
1,7,82,68.0,1
1,7,82,70.0,1
1,7,83,49.0,1
1,7,83,50.0,1
1,7,83,55.0,2
1,7,83,56.0,1
1,7,83,57.0,3
1,7,83,58.0,2
1,7,83,60.0,5
1,7,83,62.0,1
1,7,83,63.0,3
1,7,83,64.0,2
1,7,83,67.0,1
1,7,83,69.0,2
1,7,83,70.0,1
1,7,84,50.0,1
1,7,84,52.0,1
1,7,84,53.0,2
1,7,84,54.0,1
1,7,84,55.0,1
1,7,84,56.0,2
1,7,84,57.0,2
1,7,84,58.0,1
1,7,84,59.0,3
1,7,84,60.0,2
1,7,84,61.0,1
1,7,84,62.0,2
1,7,84,63.0,1
1,7,84,64.0,1
1,7,84,65.0,2
1,7,84,68.0,1
1,7,84,70.0,1
1,7,85,51.0,1
1,7,85,52.0,1
1,7,85,53.0,1
1,7,85,55.0,1
1,7,85,56.0,3
1,7,85,57.0,5
1,7,85,58.0,1
1,7,85,59.0,1
1,7,85,60.0,2
1,7,85,61.0,2
1,7,85,62.0,1
1,7,85,63.0,2
1,7,85,65.0,1
1,7,85,67.0,1
1,7,85,68.0,1
1,7,85,70.0,1
1,7,86,45.0,1
1,7,86,46.0,2
1,7,86,48.0,3
1,7,86,49.0,1
1,7,86,51.0,3
1,7,86,52.0,1
1,7,86,53.0,1
1,7,86,54.0,1
1,7,86,55.0,1
1,7,86,57.0,3
1,7,86,59.0,1
1,7,86,60.0,1
1,7,86,61.0,1
1,7,86,62.0,1
1,7,86,64.0,1
1,7,86,65.0,2
1,7,86,66.0,1
1,7,87,48.0,2
1,7,87,50.0,1
1,7,87,51.0,1
1,7,87,52.0,1
1,7,87,53.0,2
1,7,87,54.0,2
1,7,87,56.0,3
1,7,87,57.0,3
1,7,87,58.0,1
1,7,87,60.0,2
1,7,87,62.0,3
1,7,87,63.0,2
1,7,87,64.0,1
1,7,87,69.0,1
1,7,88,44.0,1
1,7,88,50.0,1
1,7,88,51.0,2
1,7,88,52.0,1
1,7,88,53.0,2
1,7,88,54.0,1
1,7,88,55.0,2
1,7,88,56.0,2
1,7,88,57.0,1
1,7,88,58.0,3
1,7,88,59.0,3
1,7,88,60.0,1
1,7,88,61.0,2
1,7,88,63.0,2
1,7,88,66.0,1
1,7,89,52.0,1
1,7,89,53.0,2
1,7,89,54.0,3
1,7,89,55.0,3
1,7,89,56.0,4
1,7,89,57.0,1
1,7,89,58.0,2
1,7,89,59.0,2
1,7,89,60.0,1
1,7,89,61.0,2
1,7,89,62.0,1
1,7,89,64.0,1
1,7,89,66.0,1
1,7,89,67.0,1
1,7,90,46.0,1
1,7,90,49.0,1
1,7,90,53.0,1
1,7,90,54.0,2
1,7,90,55.0,1
1,7,90,56.0,1
1,7,90,58.0,2
1,7,90,60.0,2
1,7,90,61.0,2
1,7,90,62.0,2
1,7,90,63.0,4
1,7,90,64.0,1
1,7,90,65.0,2
1,7,90,66.0,1
1,7,90,67.0,1
1,7,90,69.0,1
1,7,91,51.0,2
1,7,91,53.0,1
1,7,91,54.0,2
1,7,91,55.0,1
1,7,91,56.0,1
1,7,91,58.0,1
1,7,91,59.0,3
1,7,91,60.0,3
1,7,91,61.0,2
1,7,91,62.0,2
1,7,91,63.0,3
1,7,91,64.0,2
1,7,91,67.0,1
1,7,91,68.0,1
1,7,92,48.0,1
1,7,92,51.0,1
1,7,92,52.0,1
1,7,92,53.0,1
1,7,92,54.0,2
1,7,92,55.0,1
1,7,92,56.0,4
1,7,92,57.0,1
1,7,92,58.0,1
1,7,92,59.0,3
1,7,92,60.0,1
1,7,92,62.0,2
1,7,92,63.0,1
1,7,92,64.0,2
1,7,92,65.0,1
1,7,92,70.0,2
1,7,93,46.0,1
1,7,93,49.0,1
1,7,93,50.0,1
1,7,93,52.0,1
1,7,93,54.0,2
1,7,93,55.0,2
1,7,93,56.0,3
1,7,93,57.0,1
1,7,93,58.0,1
1,7,93,59.0,1
1,7,93,60.0,2
1,7,93,61.0,3
1,7,93,62.0,1
1,7,93,64.0,1
1,7,93,65.0,1
1,7,93,67.0,1
1,7,93,68.0,1
1,7,93,73.0,1
1,7,94,48.0,2
1,7,94,51.0,2
1,7,94,52.0,2
1,7,94,53.0,1
1,7,94,54.0,2
1,7,94,55.0,4
1,7,94,56.0,4
1,7,94,57.0,1
1,7,94,58.0,1
1,7,94,59.0,1
1,7,94,60.0,2
1,7,94,65.0,1
1,7,94,66.0,1
1,7,94,67.0,1
1,7,95,42.0,1
1,7,95,43.0,1
1,7,95,48.0,1
1,7,95,50.0,3
1,7,95,51.0,2
1,7,95,52.0,2
1,7,95,54.0,2
1,7,95,57.0,3
1,7,95,58.0,4
1,7,95,60.0,1
1,7,95,61.0,1
1,7,95,63.0,1
1,7,95,66.0,1
