gen,score,count
0,15.0,1
0,20.0,2
0,21.0,2
0,24.0,3
0,26.0,1
0,27.0,1
0,28.0,1
0,30.0,3
0,31.0,1
0,33.0,3
0,34.0,1
0,35.0,2
0,37.0,1
0,40.0,1
0,42.0,1
0,46.0,1
1,12.0,1
1,14.0,1
1,21.0,1
1,23.0,1
1,24.0,2
1,25.0,1
1,26.0,1
1,27.0,2
1,28.0,2
1,29.0,1
1,30.0,1
1,31.0,1
1,32.0,2
1,33.0,1
1,34.0,1
1,35.0,1
1,38.0,1
1,39.0,1
1,40.0,1
1,43.0,1
1,46.0,1
2,16.0,1
2,18.0,1
2,21.0,2
2,24.0,2
2,26.0,3
2,27.0,1
2,28.0,1
2,29.0,1
2,30.0,3
2,31.0,2
2,32.0,2
2,34.0,3
2,38.0,1
2,42.0,1
2,45.0,1
3,22.0,1
3,24.0,1
3,26.0,2
3,27.0,1
3,28.0,1
3,29.0,1
3,31.0,1
3,32.0,1
3,33.0,3
3,34.0,3
3,35.0,1
3,38.0,3
3,39.0,1
3,41.0,1
3,42.0,2
3,43.0,1
3,44.0,1
4,18.0,1
4,19.0,1
4,22.0,2
4,24.0,1
4,27.0,2
4,29.0,3
4,30.0,2
4,32.0,1
4,34.0,3
4,35.0,1
4,36.0,1
4,38.0,1
4,39.0,2
4,41.0,1
4,42.0,1
4,44.0,1
4,45.0,1
5,20.0,1
5,22.0,1
5,23.0,2
5,27.0,2
5,28.0,2
5,30.0,1
5,32.0,1
5,33.0,4
5,34.0,3
5,36.0,1
5,37.0,2
5,38.0,2
5,39.0,2
5,43.0,1
6,15.0,1
6,24.0,2
6,25.0,1
6,26.0,1
6,27.0,1
6,30.0,2
6,31.0,4
6,32.0,1
6,33.0,1
6,34.0,1
6,35.0,2
6,36.0,4
6,40.0,1
6,45.0,1
6,46.0,1
6,48.0,1
7,16.0,1
7,21.0,4
7,22.0,1
7,23.0,1
7,25.0,1
7,29.0,2
7,30.0,2
7,31.0,1
7,32.0,3
7,33.0,1
7,34.0,1
7,36.0,4
7,40.0,1
7,41.0,1
7,47.0,1
8,21.0,1
8,22.0,1
8,30.0,3
8,32.0,4
8,34.0,1
8,35.0,2
8,36.0,4
8,37.0,2
8,38.0,1
8,39.0,1
8,40.0,1
8,43.0,1
8,45.0,2
8,59.0,1
9,17.0,1
9,24.0,1
9,28.0,2
9,29.0,1
9,32.0,1
9,34.0,1
9,36.0,1
9,37.0,1
9,38.0,1
9,39.0,2
9,40.0,2
9,41.0,2
9,42.0,1
9,43.0,3
9,44.0,1
9,45.0,2
9,46.0,1
9,48.0,1
10,15.0,1
10,22.0,1
10,23.0,1
10,29.0,1
10,31.0,1
10,32.0,1
10,33.0,2
10,34.0,1
10,35.0,1
10,36.0,1
10,37.0,1
10,38.0,1
10,39.0,2
10,40.0,1
10,41.0,1
10,43.0,1
10,44.0,1
10,45.0,1
10,46.0,2
10,47.0,2
10,48.0,1
11,21.0,1
11,22.0,1
11,24.0,1
11,25.0,1
11,26.0,2
11,28.0,1
11,29.0,1
11,30.0,1
11,31.0,1
11,32.0,2
11,33.0,2
11,37.0,2
11,40.0,1
11,41.0,2
11,42.0,1
11,46.0,1
11,47.0,1
11,50.0,1
11,53.0,1
11,59.0,1
12,25.0,2
12,26.0,1
12,27.0,1
12,28.0,1
12,29.0,1
12,30.0,1
12,31.0,1
12,33.0,1
12,34.0,2
12,35.0,1
12,37.0,2
12,39.0,2
12,41.0,2
12,42.0,1
12,43.0,1
12,44.0,2
12,45.0,1
12,47.0,1
12,49.0,1
13,19.0,1
13,25.0,1
13,28.0,1
