gen,score,count
0,15.0,1
0,18.0,1
0,22.0,2
0,23.0,1
0,24.0,3
0,25.0,3
0,27.0,2
0,29.0,1
0,30.0,3
0,31.0,1
0,32.0,3
0,33.0,1
0,35.0,1
0,36.0,2
1,17.0,1
1,21.0,1
1,22.0,1
1,23.0,2
1,25.0,1
1,26.0,2
1,27.0,1
1,29.0,1
1,30.0,3
1,31.0,3
1,32.0,2
1,34.0,2
1,36.0,1
1,41.0,1
1,42.0,1
1,43.0,1
1,52.0,1
2,24.0,1
2,25.0,1
2,26.0,2
2,27.0,1
2,28.0,1
2,29.0,1
2,33.0,1
2,34.0,1
2,35.0,2
2,36.0,3
2,38.0,4
2,39.0,2
2,41.0,2
2,42.0,1
2,43.0,1
2,50.0,1
3,21.0,3
3,26.0,1
3,28.0,2
3,29.0,2
3,30.0,1
3,34.0,1
3,35.0,1
3,36.0,6
3,38.0,1
3,39.0,2
3,40.0,2
3,41.0,2
3,48.0,1
4,16.0,1
4,25.0,2
4,26.0,1
4,27.0,3
4,28.0,1
4,29.0,1
4,30.0,5
4,31.0,2
4,35.0,1
4,39.0,3
4,41.0,1
4,46.0,1
4,47.0,1
4,49.0,1
4,55.0,1
5,14.0,1
5,24.0,2
5,25.0,1
5,28.0,2
5,29.0,1
5,31.0,2
5,32.0,4
5,33.0,4
5,35.0,1
5,36.0,1
5,37.0,2
5,38.0,1
5,40.0,1
5,41.0,1
5,42.0,1
6,13.0,1
6,24.0,1
6,26.0,2
6,27.0,2
6,31.0,2
6,32.0,2
6,34.0,1
6,36.0,1
6,37.0,4
6,38.0,4
6,39.0,1
6,40.0,2
6,41.0,1
6,57.0,1
7,16.0,1
7,24.0,1
7,25.0,1
7,27.0,2
7,28.0,2
7,30.0,5
7,31.0,2
7,34.0,2
7,35.0,1
7,36.0,2
7,38.0,3
7,42.0,1
7,43.0,1
7,48.0,1
8,16.0,1
8,23.0,1
8,24.0,3
8,26.0,1
8,27.0,2
8,28.0,3
8,29.0,1
8,31.0,1
8,32.0,2
8,34.0,1
8,35.0,3
8,38.0,2
8,40.0,1
8,41.0,1
8,42.0,1
8,46.0,1
9,22.0,1
9,23.0,1
9,26.0,2
9,28.0,1
9,30.0,3
9,31.0,1
9,32.0,2
9,33.0,2
9,34.0,1
9,36.0,3
9,37.0,1
9,38.0,1
9,39.0,1
9,40.0,1
9,42.0,1
9,46.0,3
10,21.0,1
10,23.0,1
10,24.0,1
10,30.0,1
10,31.0,3
10,32.0,1
10,33.0,3
10,35.0,2
10,37.0,1
10,38.0,3
10,41.0,1
10,42.0,2
10,43.0,1
10,44.0,2
10,45.0,1
10,47.0,1
11,25.0,1
11,28.0,1
11,29.0,2
11,30.0,1
11,33.0,1
11,34.0,2
11,35.0,2
11,37.0,2
11,38.0,2
11,40.0,5
11,41.0,1
11,42.0,2
11,43.0,1
11,45.0,1
11,47.0,1
12,23.0,1
12,28.0,3
12,29.0,1
12,30.0,1
12,32.0,2
12,34.0,2
12,35.0,5
12,36.0,1
12,37.0,3
12,38.0,1
12,40.0,1
12,41.0,1
12,44.0,1
12,45.0,1
12,54.0,1
13,23.0,1
13,33.0,1
13,34.0,2
13,35.0,2
13,36.0,4
13,37.0,2
13,38.0,1
13,40.0,2
13,41.0,1
13,42.0,3
13,43.0,1
13,45.0,1
13,46.0,1
13,47.0,1
13,51.0,1
13,52.0,1
14,23.0,1
14,26.0,1
14,28.0,1
14,29.0,1
14,31.0,2
14,32.0,2
14,34.0,1
14,35.0,2
14,36.0,2
14,38.0,3
14,39.0,3
14,41.0,1
14,42.0,1
14,43.0,1
14,44.0,2
14,50.0,1
15,23.0,1
15,27.0,1
15,30.0,6
15,31.0,1
15,32.0,1
15,33.0,2
15,34.0,1
15,35.0,2
15,36.0,3
15,37.0,2
15,42.0,1
15,44.0,1
15,47.0,1
15,48.0,2
16,24.0,1
16,28.0,2
16,29.0,1
16,30.0,1
16,32.0,2
16,33.0,1
16,35.0,2
16,36.0,1
16,37.0,4
16,38.0,1
16,40.0,2
16,42.0,2
16,44.0,2
16,46.0,1
16,52.0,1
16,53.0,1
17,23.0,2
17,24.0,1
17,29.0,1
17,30.0,1
17,32.0,1
17,34.0,1
17,35.0,2
17,37.0,1
17,38.0,2
17,39.0,1
17,40.0,2
17,42.0,1
17,43.0,3
17,45.0,1
17,46.0,3
17,47.0,1
17,48.0,1
18,26.0,1
18,28.0,1
18,32.0,1
18,33.0,1
18,34.0,3
18,36.0,1
18,37.0,2
18,38.0,1
18,39.0,1
18,40.0,2
18,41.0,3
18,42.0,3
18,43.0,2
18,46.0,1
18,47.0,1
18,62.0,1
19,24.0,1
19,27.0,2
19,30.0,2
19,32.0,1
19,33.0,1
19,35.0,2
19,36.0,1
19,37.0,1
19,38.0,1
19,42.0,1
19,43.0,1
