gen,score,count
0,12.0,1
0,14.0,2
0,20.0,2
0,21.0,1
0,22.0,1
0,23.0,1
0,25.0,1
0,26.0,1
0,27.0,2
0,29.0,3
0,32.0,2
0,33.0,1
0,34.0,2
0,36.0,1
0,37.0,2
0,41.0,1
0,45.0,1
1,15.0,1
1,20.0,1
1,24.0,1
1,26.0,1
1,27.0,1
1,28.0,2
1,29.0,2
1,32.0,2
1,33.0,4
1,34.0,2
1,35.0,2
1,38.0,1
1,39.0,1
1,40.0,3
1,43.0,1
2,17.0,1
2,26.0,1
2,27.0,1
2,28.0,2
2,29.0,1
2,31.0,1
2,32.0,4
2,34.0,2
2,35.0,2
2,36.0,1
2,37.0,2
2,39.0,2
2,41.0,1
2,42.0,1
2,44.0,1
2,47.0,1
2,49.0,1
3,16.0,1
3,21.0,1
3,23.0,1
3,26.0,1
3,28.0,1
3,29.0,2
3,31.0,1
3,33.0,2
3,36.0,3
3,38.0,1
3,41.0,2
3,42.0,3
3,44.0,1
3,46.0,2
3,49.0,1
3,51.0,1
3,52.0,1
4,18.0,1
4,19.0,1
4,20.0,1
4,22.0,1
4,24.0,1
4,26.0,1
4,27.0,1
4,28.0,1
4,32.0,2
4,33.0,2
4,34.0,1
4,37.0,1
4,39.0,1
4,40.0,1
4,41.0,2
4,42.0,2
4,49.0,1
4,50.0,1
4,51.0,2
4,53.0,1
5,17.0,1
5,20.0,1
5,24.0,1
5,25.0,1
5,26.0,1
5,27.0,3
5,31.0,1
5,32.0,1
5,34.0,1
5,37.0,1
5,38.0,2
5,40.0,1
5,43.0,1
5,45.0,1
5,46.0,1
5,47.0,1
5,49.0,3
5,53.0,1
5,57.0,2
6,25.0,1
6,30.0,1
6,31.0,3
6,32.0,1
6,34.0,2
6,36.0,1
6,38.0,2
6,39.0,1
6,44.0,1
6,45.0,1
6,46.0,1
6,47.0,1
6,48.0,2
6,49.0,1
6,50.0,1
6,52.0,1
6,54.0,2
6,55.0,1
6,58.0,1
7,22.0,1
7,28.0,1
7,30.0,2
7,31.0,1
7,33.0,1
7,36.0,2
7,37.0,1
7,38.0,3
7,39.0,1
7,40.0,1
7,42.0,1
7,44.0,1
7,45.0,1
7,47.0,2
7,49.0,1
7,54.0,3
7,56.0,2
8,22.0,1
8,24.0,1
8,26.0,1
8,28.0,2
8,29.0,1
8,30.0,2
8,33.0,1
8,35.0,1
8,38.0,1
8,40.0,1
8,41.0,1
8,42.0,1
8,43.0,2
8,44.0,2
8,45.0,1
8,46.0,1
8,48.0,1
8,50.0,1
8,51.0,1
8,52.0,1
8,56.0,1
9,16.0,1
9,21.0,1
9,25.0,1
9,26.0,1
9,27.0,1
9,28.0,1
9,30.0,2
9,33.0,2
9,34.0,1
9,37.0,1
9,38.0,1
9,39.0,2
9,40.0,1
9,43.0,1
9,44.0,1
9,45.0,1
9,47.0,1
9,49.0,1
9,52.0,1
9,54.0,1
9,55.0,1
9,56.0,1
10,22.0,1
10,24.0,1
10,28.0,1
10,29.0,1
10,31.0,1
10,32.0,2
10,33.0,1
10,34.0,1
10,36.0,2
10,37.0,1
10,38.0,2
10,39.0,1
10,40.0,2
10,41.0,1
10,44.0,1
10,46.0,1
10,47.0,2
10,53.0,1
10,60.0,1
10,63.0,1
11,30.0,2
11,34.0,1
11,35.0,2
11,36.0,1
11,38.0,1
11,39.0,1
11,40.0,2
11,42.0,3
11,43.0,3
11,44.0,1
11,45.0,2
11,46.0,1
11,47.0,1
11,49.0,1
11,52.0,1
11,53.0,1
11,57.0,1
12,26.0,1
12,29.0,1
12,32.0,1
12,33.0,1
12,34.0,2
12,37.0,1
12,38.0,1
12,39.0,1
12,40.0,1
12,41.0,3
12,43.0,1
12,44.0,1
12,46.0,1
12,48.0,2
12,49.0,1
12,50.0,2
12,51.0,2
12,58.0,2
13,31.0,1
13,33.0,1
13,34.0,3
13,37.0,1
13,42.0,2
13,43.0,1
13,44.0,1
13,45.0,3
13,47.0,1
13,48.0,3
13,50.0,2
13,51.0,1
13,52.0,1
13,54.0,1
13,55.0,2
13,56.0,1
14,30.0,1
14,33.0,1
14,34.0,1
14,35.0,1
14,36.0,1
14,38.0,2
14,39.0,2
14,40.0,1
14,42.0,1
14,43.0,2
14,44.0,1
14,45.0,2
14,46.0,1
14,47.0,1
14,49.0,1
14,50.0,1
14,52.0,2
14,54.0,1
14,56.0,1
14,62.0,1
15,26.0,1
15,32.0,1
15,34.0,2
15,35.0,1
15,37.0,1
15,39.0,3
15,44.0,3
15,46.0,4
15,47.0,1
15,49.0,3
15,50.0,1
15,51.0,2
15,56.0,2
16,30.0,1
16,34.0,1
16,36.0,1
16,37.0,1
16,38.0,1
16,40.0,1
16,41.0,1
16,42.0,2
16,43.0,1
16,45.0,1
16,46.0,4
16,47.0,2
16,48.0,1
16,49.0,2
16,51.0,2
16,56.0,1
16,65.0,1
16,66.0,1
17,37.0,1
17,38.0,1
17,39.0,1
17,41.0,1
17,42.0,4
17,43.0,1
17,44.0,2
17,47.0,1
17,49.0,1
17,50.0,1
17,52.0,2
17,53.0,3
17,55.0,2
17,57.0,1
17,58.0,1
17,60.0,1
17,61.0,1
18,28.0,1
18,33.0,1
18,35.0,1
18,41.0,2
18,42.0,1
18,44.0,3
18,45.0,3
18,49.0,1
18,50.0,2
18,52.0,1
18,55.0,1
18,56.0,1
18,58.0,3
18,60.0,1
18,62.0,1
18,63.0,1
18,68.0,1
19,35.0,1
19,36.0,1
19,37.0,1
19,38.0,2
19,41.0,1
19,43.0,1
19,45.0,2
19,47.0,2
19,50.0,2
19,51.0,2
19,52.0,1
19,53.0,2
19,55.0,1
19,56.0,1
19,57.0,1
19,58.0,1
19,60.0,1
19,61.0,1
19,64.0,1
20,26.0,1
20,29.0,1
20,34.0,1
20,39.0,1
20,46.0,1
20,47.0,1
20,48.0,1
20,49.0,1
20,50.0,1
20,51.0,2
20,52.0,4
20,54.0,2
20,55.0,1
20,56.0,1
20,60.0,2
20,61.0,1
20,62.0,1
20,67.0,1
20,73.0,1
21,37.0,1
21,41.0,2
21,47.0,2
21,52.0,2
21,53.0,4
21,55.0,2
21,56.0,3
21,57.0,4
21,58.0,3
21,59.0,1
21,62.0,1
22,38.0,1
22,44.0,1
22,45.0,2
22,51.0,4
22,53.0,4
22,54.0,1
22,55.0,1
22,56.0,2
22,57.0,1
22,58.0,1
22,59.0,1
22,60.0,1
22,61.0,3
22,63.0,1
22,64.0,1
23,31.0,1
23,38.0,2
23,40.0,1
23,41.0,2
23,43.0,1
23,46.0,1
23,47.0,1
23,49.0,2
23,50.0,2
23,51.0,1
23,52.0,1
23,53.0,3
23,54.0,3
23,56.0,1
23,57.0,1
23,59.0,1
23,62.0,1
24,32.0,1
24,33.0,1
24,40.0,1
24,41.0,1
24,43.0,1
24,44.0,1
24,46.0,2
24,48.0,2
24,49.0,2
24,51.0,2
24,52.0,1
24,55.0,4
24,56.0,2
24,57.0,1
24,59.0,2
24,63.0,1
25,23.0,1
25,26.0,1
25,28.0,1
25,34.0,1
25,35.0,2
25,36.0,1
25,37.0,1
25,38.0,1
25,39.0,1
25,40.0,2
25,41.0,1
25,42.0,1
25,47.0,1
25,49.0,1
25,50.0,2
25,52.0,1
25,58.0,1
25,59.0,2
25,60.0,1
25,61.0,2
26,26.0,1
26,27.0,2
26,29.0,1
26,30.0,2
26,32.0,2
26,33.0,1
26,36.0,1
26,38.0,2
26,39.0,1
26,40.0,1
26,42.0,1
26,44.0,2
26,46.0,1
26,50.0,2
26,53.0,2
26,60.0,1
26,63.0,1
26,68.0,1
27,30.0,1
27,33.0,2
27,34.0,1
27,35.0,1
27,38.0,1
27,40.0,1
27,41.0,1
27,43.0,3
27,44.0,1
27,45.0,1
27,49.0,2
27,50.0,2
27,51.0,1
27,52.0,2
27,55.0,1
27,58.0,1
27,60.0,2
27,62.0,1
28,31.0,1
28,32.0,2
28,34.0,1
28,37.0,1
28,39.0,2
28,40.0,1
28,41.0,2
28,43.0,1
28,44.0,2
28,46.0,2
28,47.0,2
28,48.0,2
28,50.0,1
28,51.0,2
28,55.0,1
28,56.0,1
28,58.0,1
29,26.0,1
29,32.0,1
29,36.0,2
29,37.0,1
29,38.0,1
29,39.0,1
29,45.0,2
29,47.0,1
29,48.0,2
29,50.0,2
29,51.0,1
29,52.0,2
29,53.0,1
29,54.0,1
29,56.0,2
29,58.0,1
29,59.0,2
29,62.0,1
30,28.0,1
30,34.0,1
30,42.0,1
30,45.0,4
30,46.0,1
30,47.0,4
30,48.0,2
30,49.0,2
30,50.0,1
30,52.0,1
30,53.0,2
30,54.0,2
30,58.0,1
30,59.0,1
30,60.0,1
31,37.0,1
31,38.0,1
31,39.0,1
31,42.0,1
31,44.0,1
31,46.0,1
31,47.0,3
31,48.0,2
31,49.0,2
31,50.0,3
31,52.0,2
31,53.0,1
31,54.0,2
31,56.0,2
31,57.0,2
32,35.0,1
32,36.0,1
32,42.0,2
32,43.0,2
32,45.0,1
32,46.0,1
32,47.0,1
32,48.0,3
32,49.0,1
32,50.0,3
32,51.0,1
32,52.0,1
32,54.0,1
32,55.0,1
32,56.0,1
32,57.0,1
32,59.0,2
32,60.0,1
33,41.0,1
33,43.0,1
33,45.0,2
33,47.0,2
33,48.0,3
33,49.0,2
33,50.0,4
33,51.0,1
33,52.0,1
33,53.0,1
33,54.0,2
33,55.0,1
33,56.0,1
33,59.0,1
33,60.0,1
33,63.0,1
34,38.0,1
34,43.0,1
34,48.0,3
34,49.0,1
34,51.0,1
34,52.0,1
34,53.0,2
34,54.0,2
34,55.0,1
34,56.0,2
34,57.0,3
34,58.0,2
34,60.0,2
34,63.0,2
34,64.0,1
35,40.0,1
35,42.0,2
35,44.0,1
35,46.0,1
35,47.0,1
35,49.0,1
35,50.0,4
35,51.0,2
35,52.0,1
35,53.0,1
35,54.0,1
35,55.0,1
35,56.0,2
35,57.0,1
35,60.0,2
35,61.0,1
35,63.0,1
35,65.0,1
36,36.0,1
36,44.0,1
36,45.0,1
36,48.0,1
36,49.0,1
36,50.0,3
36,51.0,4
36,52.0,3
36,53.0,2
36,55.0,3
36,57.0,3
36,59.0,1
36,60.0,1
37,40.0,1
37,41.0,1
37,43.0,1
37,44.0,1
37,48.0,3
37,51.0,1
37,52.0,2
37,53.0,2
37,54.0,1
37,55.0,3
37,56.0,3
37,57.0,1
37,61.0,2
37,65.0,1
37,68.0,2
38,36.0,1
38,40.0,1
38,47.0,1
38,48.0,1
38,49.0,2
38,50.0,5
38,51.0,1
38,52.0,2
38,53.0,3
38,54.0,2
38,56.0,2
