gen,score,count
0,16.0,1
0,20.0,3
0,21.0,1
0,22.0,1
0,23.0,2
0,25.0,2
0,26.0,1
0,27.0,1
0,28.0,1
0,29.0,3
0,30.0,1
0,31.0,2
0,32.0,2
0,33.0,2
0,37.0,1
0,38.0,1
1,16.0,1
1,19.0,2
1,21.0,3
1,22.0,2
1,25.0,1
1,28.0,1
1,29.0,1
1,30.0,1
1,31.0,4
1,33.0,2
1,34.0,1
1,35.0,1
1,36.0,1
1,39.0,1
1,40.0,2
1,43.0,1
2,15.0,1
2,20.0,2
2,22.0,1
2,24.0,2
2,25.0,1
2,26.0,2
2,27.0,2
2,28.0,2
2,29.0,1
2,31.0,2
2,32.0,3
2,34.0,1
2,35.0,1
2,36.0,1
2,39.0,1
2,42.0,1
2,44.0,1
3,19.0,1
3,20.0,1
3,21.0,2
3,23.0,2
3,25.0,1
3,26.0,2
3,27.0,5
3,31.0,1
3,33.0,4
3,36.0,3
3,38.0,1
3,42.0,1
3,44.0,1
4,16.0,1
4,17.0,1
4,20.0,1
4,22.0,1
4,26.0,2
4,28.0,1
4,29.0,3
4,30.0,2
4,31.0,2
4,33.0,1
4,34.0,4
4,35.0,2
4,36.0,1
4,38.0,1
4,39.0,1
4,43.0,1
5,23.0,1
5,25.0,2
5,26.0,3
5,28.0,1
5,29.0,2
5,31.0,2
5,32.0,2
5,34.0,1
5,35.0,2
5,37.0,3
5,38.0,1
5,39.0,2
5,40.0,2
5,42.0,1
6,14.0,1
6,24.0,1
6,25.0,1
6,26.0,1
6,28.0,1
6,29.0,3
6,30.0,2
6,31.0,1
6,32.0,4
6,34.0,1
6,35.0,2
6,36.0,1
6,37.0,1
6,38.0,1
6,41.0,1
6,42.0,3
7,20.0,1
7,22.0,2
7,23.0,3
7,27.0,1
7,28.0,1
7,29.0,2
7,30.0,3
7,32.0,2
7,35.0,1
7,36.0,3
7,37.0,1
7,39.0,1
7,42.0,1
7,44.0,2
7,46.0,1
8,17.0,1
8,23.0,1
8,28.0,3
8,29.0,2
8,31.0,2
8,32.0,1
8,33.0,3
8,34.0,1
8,36.0,1
8,37.0,1
8,38.0,1
8,39.0,1
8,41.0,1
8,42.0,1
8,44.0,1
8,45.0,1
8,46.0,1
8,48.0,1
8,49.0,1
9,20.0,1
9,24.0,1
9,27.0,1
9,29.0,3
9,31.0,3
9,32.0,3
9,33.0,1
9,34.0,3
9,35.0,2
9,37.0,1
9,41.0,2
9,42.0,1
9,43.0,1
9,44.0,1
9,54.0,1
10,22.0,1
10,23.0,1
10,25.0,2
10,27.0,3
10,28.0,1
10,30.0,2
10,32.0,1
10,33.0,2
10,35.0,1
10,36.0,3
10,37.0,1
10,38.0,2
10,41.0,2
10,43.0,1
10,44.0,1
10,52.0,1
11,15.0,1
11,25.0,2
11,26.0,2
11,28.0,1
11,29.0,1
11,30.0,1
11,32.0,1
11,33.0,2
11,34.0,2
11,35.0,2
11,36.0,2
11,38.0,1
11,40.0,3
11,43.0,2
11,45.0,1
11,47.0,1
12,18.0,1
12,20.0,1
12,21.0,1
12,24.0,1
12,26.0,1
