0,34.0
0,23.0
0,33.0
0,49.0
0,24.0
0,24.0
0,44.0
0,33.0
0,29.0
0,38.0
0,36.0
0,25.0
0,40.0
0,37.0
0,20.0
0,33.0
0,22.0
0,30.0
0,37.0
0,21.0
0,31.0
0,29.0
0,31.0
0,11.0
0,24.0
1,44.0
1,29.0
1,20.0
1,50.0
1,14.0
1,43.0
1,33.0
1,41.0
1,26.0
1,41.0
1,25.0
1,37.0
1,39.0
1,39.0
1,25.0
1,33.0
1,36.0
1,20.0
1,30.0
1,31.0
1,44.0
1,25.0
1,28.0
1,30.0
1,32.0
2,27.0
2,30.0
2,28.0
2,42.0
2,39.0
2,23.0
2,24.0
2,21.0
2,19.0
2,23.0
2,28.0
2,39.0
2,36.0
2,21.0
2,32.0
2,29.0
2,22.0
2,30.0
2,36.0
2,16.0
2,34.0
2,23.0
2,36.0
2,29.0
2,15.0
3,41.0
3,23.0
3,36.0
3,25.0
3,38.0
3,39.0
3,25.0
3,21.0
3,32.0
3,20.0
3,28.0
3,29.0
3,39.0
3,27.0
3,29.0
3,49.0
3,23.0
3,32.0
3,21.0
3,26.0
3,39.0
3,38.0
3,26.0
3,39.0
3,34.0
4,43.0
4,19.0
4,33.0
4,23.0
4,32.0
4,27.0
4,30.0
4,24.0
4,23.0
4,27.0
4,26.0
4,26.0
4,35.0
4,28.0
4,28.0
4,22.0
4,36.0
4,20.0
4,28.0
4,33.0
4,38.0
4,22.0
4,18.0
4,34.0
4,35.0
5,33.0
5,23.0
5,43.0
5,43.0
5,26.0
5,27.0
5,27.0
5,36.0
5,22.0
5,32.0
5,35.0
5,33.0
5,30.0
5,32.0
5,28.0
5,31.0
5,26.0
5,30.0
5,41.0
5,18.0
5,31.0
5,28.0
5,27.0
5,37.0
5,32.0
6,40.0
6,39.0
6,46.0
6,28.0
6,28.0
6,41.0
6,25.0
6,35.0
6,44.0
6,19.0
6,29.0
6,21.0
6,30.0
6,24.0
6,34.0
6,27.0
6,43.0
6,27.0
6,33.0
6,41.0
6,30.0
6,32.0
6,25.0
6,44.0
6,28.0
7,39.0
7,25.0
7,44.0
7,29.0
7,25.0
7,26.0
7,40.0
7,32.0
7,27.0
7,41.0
7,37.0
7,32.0
7,38.0
7,29.0
7,41.0
7,36.0
7,44.0
7,33.0
7,39.0
7,41.0
7,46.0
7,38.0
7,31.0
7,29.0
7,40.0
8,27.0
8,32.0
8,33.0
8,28.0
8,31.0
8,47.0
8,39.0
8,30.0
8,35.0
8,42.0
8,26.0
8,32.0
8,20.0
8,25.0
8,33.0
8,35.0
8,42.0
8,35.0
8,30.0
8,34.0
8,32.0
8,36.0
8,24.0
8,43.0
8,33.0
9,27.0
9,17.0
9,29.0
9,26.0
9,34.0
9,35.0
9,32.0
9,34.0
9,40.0
9,44.0
9,22.0
9,20.0
9,40.0
9,28.0
9,46.0
9,31.0
9,27.0
9,28.0
9,31.0
9,31.0
9,35.0
9,26.0
9,30.0
9,40.0
9,35.0
10,35.0
10,33.0
10,37.0
10,27.0
10,41.0
10,31.0
10,31.0
10,45.0
10,40.0
10,27.0
10,35.0
10,36.0
10,32.0
10,26.0
10,26.0
10,41.0
10,25.0
10,25.0
10,31.0
10,38.0
10,38.0
10,46.0
10,29.0
10,31.0
10,40.0
11,46.0
11,39.0
11,35.0
11,27.0
11,38.0
11,38.0
11,43.0
11,34.0
11,26.0
11,17.0
11,25.0
11,43.0
11,41.0
11,49.0
11,39.0
11,38.0
11,35.0
11,34.0
11,34.0
11,41.0
11,16.0
11,15.0
11,26.0
11,43.0
11,34.0
12,29.0
12,24.0
12,45.0
12,37.0
12,37.0
12,40.0
12,22.0
12,32.0
12,40.0
12,37.0
12,38.0
12,32.0
12,46.0
12,30.0
12,39.0
12,28.0
12,35.0
12,42.0
12,35.0
12,35.0
12,32.0
12,26.0
12,25.0
12,43.0
12,29.0
13,40.0
13,36.0
13,31.0
13,41.0
13,31.0
13,37.0
13,55.0
13,31.0
13,29.0
13,25.0
13,29.0
13,30.0
13,40.0
13,33.0
13,33.0
13,33.0
13,30.0
13,29.0
13,43.0
13,26.0
13,44.0
13,33.0
13,31.0
13,44.0
13,23.0
14,48.0
14,46.0
14,31.0
14,29.0
14,27.0
14,32.0
14,32.0
14,33.0
14,27.0
14,36.0
14,37.0
14,36.0
14,35.0
14,41.0
14,39.0
14,43.0
14,31.0
