0,33.0
0,55.0
0,24.0
0,18.0
0,32.0
0,19.0
0,17.0
0,24.0
0,18.0
0,32.0
0,30.0
0,19.0
0,39.0
0,14.0
0,30.0
0,17.0
0,15.0
0,36.0
0,35.0
0,20.0
0,19.0
0,21.0
0,27.0
0,15.0
0,35.0
1,40.0
1,29.0
1,27.0
1,47.0
1,22.0
1,18.0
1,25.0
1,32.0
1,27.0
1,34.0
1,23.0
1,29.0
1,26.0
1,33.0
1,26.0
1,37.0
1,37.0
1,23.0
1,29.0
1,29.0
1,19.0
1,33.0
1,24.0
1,38.0
1,28.0
2,23.0
2,36.0
2,38.0
2,32.0
2,44.0
2,20.0
2,30.0
2,26.0
2,34.0
2,32.0
2,27.0
2,29.0
2,35.0
2,23.0
2,28.0
2,26.0
2,32.0
2,25.0
2,12.0
2,24.0
2,37.0
2,36.0
2,26.0
2,26.0
2,34.0
3,39.0
3,40.0
3,43.0
3,29.0
3,44.0
3,26.0
3,24.0
3,35.0
3,19.0
3,33.0
3,37.0
3,27.0
3,30.0
3,28.0
3,35.0
3,28.0
3,26.0
3,17.0
3,19.0
3,27.0
3,18.0
3,30.0
3,27.0
3,29.0
3,30.0
4,35.0
4,34.0
4,46.0
4,37.0
4,35.0
4,42.0
4,38.0
4,27.0
4,34.0
4,39.0
4,37.0
4,30.0
4,45.0
4,39.0
4,15.0
4,30.0
4,22.0
4,29.0
4,26.0
4,34.0
4,37.0
4,27.0
4,22.0
4,29.0
4,23.0
5,32.0
5,27.0
5,33.0
5,28.0
5,35.0
5,24.0
5,27.0
5,28.0
5,43.0
5,27.0
5,22.0
5,23.0
5,36.0
5,35.0
5,28.0
5,34.0
5,25.0
5,26.0
5,32.0
5,21.0
5,30.0
5,29.0
5,36.0
5,21.0
5,36.0
6,43.0
6,18.0
6,37.0
6,26.0
6,37.0
6,29.0
6,27.0
6,32.0
6,33.0
6,38.0
6,30.0
6,31.0
6,40.0
6,40.0
6,48.0
6,34.0
6,31.0
6,26.0
6,22.0
6,40.0
6,34.0
6,34.0
6,28.0
6,28.0
6,32.0
7,40.0
7,30.0
7,25.0
7,31.0
7,37.0
7,35.0
7,39.0
7,33.0
7,42.0
7,40.0
7,26.0
7,35.0
7,32.0
7,32.0
7,27.0
7,24.0
7,25.0
7,31.0
7,31.0
7,33.0
7,25.0
7,46.0
7,32.0
7,28.0
7,31.0
8,36.0
8,36.0
8,36.0
8,42.0
8,36.0
8,27.0
8,26.0
8,37.0
8,39.0
8,32.0
8,33.0
8,31.0
8,32.0
8,29.0
8,28.0
8,27.0
8,18.0
8,36.0
8,45.0
8,29.0
8,29.0
8,34.0
8,29.0
8,20.0
8,29.0
9,29.0
9,47.0
9,31.0
9,29.0
9,32.0
9,27.0
9,46.0
9,40.0
9,26.0
9,39.0
9,36.0
9,30.0
9,39.0
9,38.0
9,24.0
9,33.0
9,31.0
9,32.0
9,45.0
9,32.0
9,39.0
9,35.0
9,37.0
9,35.0
9,41.0
10,23.0
10,23.0
10,24.0
10,21.0
10,19.0
10,40.0
10,37.0
10,35.0
10,31.0
10,28.0
10,40.0
10,31.0
10,33.0
10,30.0
10,40.0
10,43.0
10,38.0
10,29.0
10,38.0
10,39.0
10,42.0
10,24.0
10,33.0
10,41.0
10,51.0
11,55.0
11,24.0
11,34.0
11,39.0
11,37.0
11,46.0
11,38.0
11,37.0
11,41.0
11,37.0
11,38.0
11,35.0
11,52.0
11,27.0
11,37.0
11,24.0
11,22.0
11,28.0
11,33.0
11,41.0
11,44.0
11,35.0
11,27.0
11,42.0
11,38.0
12,28.0
12,41.0
12,30.0
12,38.0
12,32.0
12,38.0
12,32.0
12,38.0
12,42.0
12,40.0
12,36.0
12,36.0
12,24.0
12,32.0
12,38.0
12,27.0
12,27.0
12,41.0
12,33.0
12,42.0
12,41.0
12,23.0
12,36.0
12,28.0
12,29.0
13,32.0
13,40.0
13,42.0
13,40.0
13,24.0
13,36.0
13,43.0
13,31.0
13,37.0
13,38.0
13,41.0
13,51.0
13,36.0
13,31.0
13,35.0
13,36.0
13,43.0
13,35.0
13,34.0
13,37.0
13,28.0
13,37.0
13,27.0
13,35.0
13,34.0
14,34.0
14,48.0
14,36.0
14,36.0
14,36.0
14,37.0
14,36.0
14,53.0
14,29.0
14,30.0
